Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Norte,0,1300.4285714285713,102.03,3.475,59169.5,Compresor,GE,X100,3981.0,8933
Planta Norte,0,1300.4285714285713,73.08,0.29,26078.0,Compresor,GE,X100,3981.0,8933
Planta Norte,0,1300.4285714285713,147.65,4.87,61294.0,Compresor,GE,X100,3981.0,8933
Planta Este,0,1449.8333333333333,68.83,4.07,72467.0,Motor,ABB,M400,183.0,7833
Planta Este,0,1449.8333333333333,136.34,1.09,43045.0,Motor,ABB,M400,183.0,7833
Planta Este,0,1449.8333333333333,123.72,2.15,62435.0,Motor,ABB,M400,183.0,7833
Planta Oeste,1,1857.25,147.48,2.77,72082.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,1,693.3846153846154,60.88,2.53,87686.0,Motor,Schneider,M400,766.0,5668
Planta Este,1,686.0714285714286,132.4,2.46,51280.0,Compresor,Siemens,X100,11976.5,3160
Planta Este,0,857.5555555555555,135.58,1.16,53251.0,Transformador,Siemens,Y200,4850.0,1762
Planta Este,0,857.5555555555555,110.91,1.88,76111.0,Transformador,Siemens,Y200,4850.0,1762
Planta Este,0,857.5555555555555,105.24,0.93,72922.0,Transformador,Siemens,Y200,4850.0,1762
Planta Este,0,857.5555555555555,141.2,2.03,91557.0,Transformador,Siemens,Y200,4850.0,1762
Planta Este,0,857.5555555555555,81.33,4.9,42241.0,Transformador,Siemens,Y200,4850.0,1762
Planta Este,0,530.6875,127.4,4.7,59415.0,Generador,Siemens,X100,1372.0,9739
Planta Este,0,530.6875,62.47,0.93,23316.0,Generador,Siemens,X100,1372.0,9739
Planta Sur,0,791.9090909090909,78.09,0.51,40622.0,Compresor,ABB,Y200,4783.0,5133
Planta Sur,0,791.9090909090909,89.34,2.21,27641.0,Compresor,ABB,Y200,4783.0,5133
Planta Norte,1,775.2857142857143,77.87,0.97,75780.0,Transformador,Schneider,M400,3805.0,4578
Planta Norte,1,775.2857142857143,79.62,2.14,77530.5,Transformador,Schneider,M400,3805.0,4578
Planta Este,1,1354.857142857143,149.28,3.14,9023.0,Generador,ABB,M400,2102.0,1681
Planta Sur,1,1209.4285714285713,92.87,1.44,51248.0,Compresor,Siemens,Y200,1865.0,1751
Planta Sur,1,1209.4285714285713,92.55,3.61,20375.0,Compresor,Siemens,Y200,1865.0,1751
Planta Sur,1,1063.857142857143,99.05,1.18,63843.0,Generador,GE,X100,3061.0,2200
Planta Sur,1,1063.857142857143,148.6,3.72,41618.0,Generador,GE,X100,3061.0,2200
Planta Sur,1,1063.857142857143,110.71,4.68,82949.0,Generador,GE,X100,3061.0,2200
Planta Oeste,0,629.8571428571429,94.34,3.8600000000000003,53813.5,Generador,Siemens,Y200,4129.0,2344
Planta Este,1,610.9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Norte,0,723.3333333333334,66.12,1.55,61368.0,Generador,Siemens,M400,2390.0,4658
Planta Oeste,1,898.7,95.755,3.7350000000000003,57535.0,Motor,GE,Y200,1380.0,4385
Planta Sur,1,690.4285714285714,146.33,3.73,7541.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,1,690.4285714285714,121.39,3.71,65957.0,Generador,Schneider,Z300,3111.0,6653
Planta Oeste,1,610.9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,610.9,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,610.9,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,610.9,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,0,739.4166666666666,58.29,4.45,71676.0,Motor,ABB,Z300,260.0,7954
Planta Oeste,0,739.4166666666666,62.87,3.61,43045.0,Motor,ABB,Z300,260.0,7954
Planta Oeste,1,702.5454545454545,129.04,4.7,53478.0,Compresor,ABB,X100,1915.0,6573
Planta Oeste,1,702.5454545454545,84.95,3.21,66262.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,0,1281.8,118.75,1.83,56451.0,Motor,Schneider,Z300,4267.0,4383
Planta Este,0,1632.4,107.08,4.12,50658.0,Compresor,Schneider,X100,3744.0,1706
Planta Este,0,1632.4,102.18,0.54,10938.0,Compresor,Schneider,X100,3744.0,1706
Planta Este,0,1632.4,107.88,1.34,44153.0,Compresor,Schneider,X100,3744.0,1706
Planta Sur,1,1376.1666666666667,59.93,4.81,609.0,Generador,Schneider,Z300,2294.0,5147
Planta Sur,1,1173.125,100.07,1.59,77550.0,Motor,ABB,X100,4940.0,2463
Planta Norte,1,948.8888888888889,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,948.8888888888889,81.26,4.58,46688.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,1,1015.7777777777778,99.29,4.11,25254.0,Motor,Schneider,Y200,-100.0,1243
Planta Este,1,1034.7777777777778,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,1034.7777777777778,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Norte,0,530.6875,127.4,4.7,59415.0,Generador,Siemens,X100,1372.0,9739
Planta Norte,0,530.6875,62.47,0.93,23316.0,Generador,Siemens,X100,1372.0,9739
Planta Sur,1,834.4,67.86,0.55,55286.0,Transformador,Siemens,X100,2729.0,2209
Planta Norte,0,747.3636363636364,117.63,1.97,78794.0,Motor,ABB,M400,1407.0,6355
Planta Norte,0,747.3636363636364,79.09,4.88,54982.0,Motor,ABB,M400,1407.0,6355
Planta Norte,0,747.3636363636364,75.43,0.15,2279.0,Motor,ABB,M400,1407.0,6355
Planta Norte,0,747.3636363636364,91.54,0.7,79353.0,Motor,ABB,M400,1407.0,6355
Planta Este,0,537.2857142857143,136.32,2.82,41882.0,Generador,Schneider,Z300,694.0,2478
Planta Norte,0,578.5,90.93,2.62,58310.0,Compresor,ABB,X100,2157.0,9328
Planta Norte,0,578.5,138.41,3.86,9015.0,Compresor,ABB,X100,2157.0,9328
Planta Norte,0,578.5,55.34,0.74,27668.0,Compresor,ABB,X100,2157.0,9328
Planta Oeste,0,787.375,75.72,3.49,47483.0,Generador,ABB,X100,4676.0,1846
Planta Sur,1,661.375,105.48,4.09,53417.0,Generador,ABB,Z300,3083.0,7857
Planta Oeste,1,857.4545454545455,99.65,0.81,75923.0,Motor,ABB,Y200,2184.0,8003
Planta Norte,1,906.8888888888889,113.72,4.87,69817.0,Motor,GE,Y200,1931.0,535
Planta Norte,1,906.8888888888889,75.78,1.38,92811.0,Motor,GE,Y200,1931.0,535
Planta Norte,1,906.8888888888889,103.18,4.02,17344.0,Motor,GE,Y200,1931.0,535
Planta Norte,1,906.8888888888889,115.56,2.86,31158.0,Motor,GE,Y200,1931.0,535
Planta Oeste,0,776.0,62.88,4.52,12673.0,Motor,Siemens,X100,1145.0,2060
Planta Oeste,0,776.0,106.33,3.65,54287.0,Motor,Siemens,X100,1145.0,2060
Planta Oeste,1,1079.7777777777778,111.25,2.53,99231.0,Generador,Schneider,Y200,529.0,7127
Planta Oeste,1,1079.7777777777778,141.87,4.83,72063.0,Generador,Schneider,Y200,529.0,7127
Planta Sur,0,610.9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Sur,0,610.9,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Sur,0,610.9,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Sur,0,610.9,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Sur,1,656.625,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Sur,1,656.625,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Norte,1,714.8333333333334,138.78,0.87,98558.0,Motor,GE,Z300,2945.0,3638
Planta Norte,1,714.8333333333334,100.99,4.01,46110.0,Motor,GE,Z300,2945.0,3638
Planta Este,0,1058.375,93.26,2.98,13745.0,Compresor,Schneider,Z300,4078.0,4324
Planta Este,0,1058.375,130.53,1.68,63716.0,Compresor,Schneider,Z300,4078.0,4324
Planta Sur,0,1037.0,66.73,4.55,51976.0,Transformador,ABB,X100,275.0,7358
Planta Sur,0,1037.0,144.85,4.2,97668.0,Transformador,ABB,X100,275.0,7358
Planta Sur,0,1760.6,99.56,0.9,56337.0,Generador,Siemens,M400,11976.5,4032
Planta Sur,0,1760.6,85.7,1.42,58346.0,Generador,Siemens,M400,11976.5,4032
Planta Sur,0,1760.6,103.13,1.74,84078.0,Generador,Siemens,M400,11976.5,4032
Planta Norte,1,658.8181818181819,70.82,0.24,39477.0,Transformador,Siemens,X100,1626.0,4523
Planta Sur,1,1081.75,50.57,2.53,38454.0,Transformador,ABB,Y200,2175.0,828
Planta Sur,1,1081.75,100.89,1.81,56023.0,Transformador,ABB,Y200,2175.0,828
Planta Sur,1,1081.75,148.9,4.04,75911.0,Transformador,ABB,Y200,2175.0,828
Planta Norte,0,575.0714285714286,99.58,1.09,34201.0,Transformador,ABB,Z300,3373.0,4580
Planta Oeste,1,575.0714285714286,99.58,1.09,34201.0,Transformador,ABB,Z300,3373.0,4580
Planta Este,1,747.3636363636364,117.63,1.97,78794.0,Motor,ABB,M400,1407.0,6355
Planta Este,1,747.3636363636364,79.09,4.88,54982.0,Motor,ABB,M400,1407.0,6355
Planta Este,1,747.3636363636364,75.43,0.15,2279.0,Motor,ABB,M400,1407.0,6355
Planta Este,1,747.3636363636364,91.54,0.7,79353.0,Motor,ABB,M400,1407.0,6355
Planta Norte,1,849.8,145.2,3.01,3751.0,Motor,ABB,Z300,2601.0,8640
Planta Norte,1,849.8,96.72,2.53,12589.0,Motor,ABB,Z300,2601.0,8640
Planta Norte,0,669.5,57.27,4.83,86409.0,Motor,Schneider,X100,2315.0,3170
Planta Norte,0,669.5,81.93,1.61,12073.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,456.7692307692308,53.26,3.26,28776.0,Compresor,GE,M400,4624.0,4697
Planta Oeste,1,456.7692307692308,80.24,1.9,16361.0,Compresor,GE,M400,4624.0,4697
Planta Norte,1,1142.6666666666667,95.9,1.31,30503.0,Transformador,Schneider,Z300,3039.0,1487
Planta Norte,0,548.6,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Norte,0,1298.0,147.67,0.67,68726.0,Generador,ABB,X100,1333.0,6304
Planta Norte,0,1298.0,53.33,4.64,13837.0,Generador,ABB,X100,1333.0,6304
Planta Oeste,0,1285.1666666666667,96.7,2.41,28022.0,Transformador,ABB,X100,1644.0,2727
Planta Oeste,0,1054.2222222222222,99.43,4.16,39214.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,0,1054.2222222222222,85.73,2.88,45264.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,0,1054.2222222222222,131.87,1.55,42857.0,Motor,Schneider,Y200,2570.0,6128
Planta Norte,1,1098.5,52.33,4.84,82216.0,Compresor,Schneider,Z300,1232.0,9397
Planta Sur,0,1179.2857142857142,61.35,3.6,95169.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,0,1179.2857142857142,63.89,2.1,52306.0,Motor,Schneider,X100,1965.0,1235
Planta Oeste,0,681.5454545454545,90.7,3.63,80159.0,Transformador,ABB,Y200,2069.0,3105
Planta Este,1,1054.2222222222222,99.43,4.16,39214.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,1,1054.2222222222222,85.73,2.88,45264.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,1,1054.2222222222222,131.87,1.55,42857.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,1,1035.0,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Oeste,1,1035.0,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,791.9090909090909,78.09,0.51,40622.0,Compresor,ABB,Y200,4783.0,5133
Planta Sur,0,791.9090909090909,89.34,2.21,27641.0,Compresor,ABB,Y200,4783.0,5133
Planta Este,0,931.1111111111111,130.41,3.81,66024.0,Generador,Siemens,Y200,464.0,9272
Planta Este,0,931.1111111111111,110.61,4.59,52006.0,Generador,Siemens,Y200,464.0,9272
Planta Oeste,1,603.0833333333334,106.24,0.39,2276.0,Generador,GE,Z300,1734.0,2151
Planta Oeste,1,752.0,108.675,2.8949999999999996,75470.0,Transformador,GE,X100,3728.0,8016
Planta Este,1,994.0,92.21,3.83,86192.0,Compresor,Siemens,Z300,3991.0,9920
Planta Este,1,994.0,124.56,2.04,24054.0,Compresor,Siemens,Z300,3991.0,9920
Planta Este,0,1145.3333333333333,142.85,0.11,42399.0,Transformador,Siemens,Y200,3835.0,7627
Planta Oeste,1,728.0833333333334,143.36,3.51,18216.0,Generador,Siemens,Z300,3332.0,6373
Planta Oeste,0,1312.0,101.18,2.59,69029.0,Transformador,ABB,Z300,1661.0,2753
Planta Sur,1,1045.125,131.98,0.66,73184.0,Generador,ABB,Y200,4432.0,7987
Planta Sur,1,675.4444444444445,55.01,2.65,95220.0,Generador,Schneider,M400,4432.0,2863
Planta Sur,1,841.0,147.89,0.66,32364.0,Transformador,Siemens,X100,2249.0,2896
Planta Este,0,913.125,92.49,3.35,18475.0,Transformador,ABB,Z300,1711.0,9571
Planta Este,0,913.125,139.36,2.05,88992.0,Transformador,ABB,Z300,1711.0,9571
Planta Este,1,891.2,61.51,3.17,75636.0,Generador,ABB,M400,4781.0,8772
Planta Este,1,891.2,78.84,4.29,97157.0,Generador,ABB,M400,4781.0,8772
Planta Este,1,891.2,69.65,4.25,79952.0,Generador,ABB,M400,4781.0,8772
Planta Este,1,891.2,86.25,3.38,42735.0,Generador,ABB,M400,4781.0,8772
Planta Este,1,891.2,98.08,0.54,51487.0,Generador,ABB,M400,4781.0,8772
Planta Oeste,1,908.125,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,0,840.1818181818181,124.05,3.3,22477.0,Generador,GE,Z300,1885.0,5439
Planta Norte,0,931.4444444444445,118.75,4.24,86608.0,Motor,Schneider,M400,532.0,601
Planta Norte,0,931.4444444444445,117.52,1.01,37667.0,Motor,Schneider,M400,532.0,601
Planta Oeste,0,1305.0,90.46,2.1,87231.0,Transformador,GE,X100,592.0,4587
Planta Este,0,656.0714285714286,55.12,2.75,7659.0,Motor,ABB,M400,1324.0,6036
Planta Este,0,656.0714285714286,81.57,4.8,50539.0,Motor,ABB,M400,1324.0,6036
Planta Oeste,1,759.6666666666666,70.16,3.705,74178.5,Compresor,Siemens,Y200,194.0,1302
Planta Oeste,1,759.6666666666666,104.64,3.02,50986.0,Compresor,Siemens,Y200,194.0,1302
Planta Oeste,0,1149.0,84.86,4.47,27213.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,620.2307692307693,62.18,1.33,48239.0,Transformador,Siemens,Z300,1106.0,1460
Planta Oeste,0,1002.5,57.98,4.42,77151.0,Generador,Schneider,M400,3148.0,4496
Planta Oeste,0,1002.5,108.88,0.21,21929.0,Generador,Schneider,M400,3148.0,4496
Planta Oeste,0,1002.5,81.87,2.71,21818.0,Generador,Schneider,M400,3148.0,4496
Planta Oeste,0,1120.5,122.78,2.34,81601.0,Transformador,Siemens,Z300,1881.0,4891
Planta Oeste,0,1120.5,62.59,4.4,91490.0,Transformador,Siemens,Z300,1881.0,4891
Planta Oeste,0,1120.5,72.55,2.48,67259.0,Transformador,Siemens,Z300,1881.0,4891
Planta Sur,1,855.8888888888889,77.18,4.73,42611.0,Compresor,GE,M400,3598.0,8062
Planta Norte,0,816.2727272727273,123.0,3.25,55870.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,0,816.2727272727273,118.64,3.32,28663.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,0,816.2727272727273,141.11,4.12,73588.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,0,816.2727272727273,102.87,0.67,61389.0,Transformador,GE,Y200,1961.0,2754
Planta Este,1,610.9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,610.9,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Sur,1,574.6666666666666,104.65,2.93,1301.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,574.6666666666666,123.17,4.26,52866.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,574.6666666666666,136.11,2.31,97679.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,0,716.8,143.58,4.94,98832.0,Compresor,Siemens,M400,-100.0,5055
Planta Sur,0,716.8,89.56,0.79,31213.0,Compresor,Siemens,M400,-100.0,5055
Planta Sur,0,716.8,121.64,3.17,6172.0,Compresor,Siemens,M400,-100.0,5055
Planta Este,0,2247.25,56.35,3.75,56733.0,Compresor,GE,M400,3511.0,4698
Planta Este,0,2247.25,133.17,4.6,57746.0,Compresor,GE,M400,3511.0,4698
Planta Oeste,1,552.3,109.69,1.16,29629.0,Generador,Schneider,Z300,4192.0,9303
Planta Oeste,1,552.3,139.68,4.97,1486.0,Generador,Schneider,Z300,4192.0,9303
Planta Oeste,1,552.3,75.32,2.5,59928.0,Generador,Schneider,Z300,4192.0,9303
Planta Oeste,1,552.3,55.03,2.21,29210.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,0,684.9090909090909,99.47,1.28,53737.0,Compresor,Schneider,X100,685.0,940
Planta Norte,0,684.9090909090909,94.32,3.99,63413.0,Compresor,Schneider,X100,685.0,940
Planta Sur,0,1058.142857142857,111.4,3.24,89872.0,Motor,ABB,X100,4447.0,2041
Planta Sur,0,1058.142857142857,85.51,1.26,4869.0,Motor,ABB,X100,4447.0,2041
Planta Sur,0,1857.25,147.48,2.77,72082.0,Compresor,ABB,Z300,940.0,8078
Planta Oeste,0,1352.5714285714287,103.33,4.91,26133.0,Transformador,Siemens,M400,791.0,2011
Planta Este,1,903.3,117.18,1.27,83390.0,Compresor,Schneider,X100,4932.0,2023
Planta Norte,0,1037.0,66.73,4.55,51976.0,Transformador,ABB,X100,275.0,7358
Planta Norte,0,1037.0,144.85,4.2,97668.0,Transformador,ABB,X100,275.0,7358
Planta Oeste,0,881.8,134.43,1.93,9416.0,Motor,Schneider,M400,11976.5,9680
Planta Oeste,0,881.8,120.03,4.86,53647.0,Motor,Schneider,M400,11976.5,9680
Planta Norte,1,792.5833333333334,82.01,0.53,52860.0,Generador,Siemens,M400,1900.0,9643
Planta Este,0,1330.3333333333333,143.29,0.3,21581.0,Motor,ABB,Y200,1220.0,6441
Planta Sur,1,1145.3333333333333,142.85,0.11,42399.0,Transformador,Siemens,Y200,3835.0,7627
Planta Este,1,994.0,92.21,3.83,86192.0,Compresor,Siemens,Z300,3991.0,9920
Planta Este,1,994.0,124.56,2.04,24054.0,Compresor,Siemens,Z300,3991.0,9920
Planta Oeste,1,1201.5714285714287,94.27,4.9,92604.0,Generador,ABB,Z300,1144.0,6556
Planta Este,1,979.375,120.04,2.29,94125.0,Compresor,Schneider,M400,216.0,5122
Planta Este,1,979.375,101.02,1.92,21785.0,Compresor,Schneider,M400,216.0,5122
Planta Este,0,1449.8333333333333,68.83,4.07,72467.0,Motor,ABB,M400,183.0,7833
Planta Este,0,1449.8333333333333,136.34,1.09,43045.0,Motor,ABB,M400,183.0,7833
Planta Este,0,1449.8333333333333,123.72,2.15,62435.0,Motor,ABB,M400,183.0,7833
Planta Norte,1,618.4615384615385,89.51,0.63,45965.0,Compresor,Siemens,Z300,4203.0,6829
Planta Este,0,664.3076923076923,141.77,4.0,61198.0,Generador,Schneider,M400,2372.0,5027
Planta Este,0,664.3076923076923,103.93,0.49,32229.0,Generador,Schneider,M400,2372.0,5027
Planta Este,0,664.3076923076923,122.24,2.13,66176.0,Generador,Schneider,M400,2372.0,5027
Planta Oeste,1,1247.8333333333333,84.77,3.99,30324.0,Motor,GE,Z300,11976.5,9518
Planta Este,0,499.06666666666666,75.48,1.18,54743.0,Transformador,Siemens,X100,4948.0,6720
Planta Este,1,924.0,90.63,0.19,37930.0,Transformador,ABB,Y200,2664.0,4943
Planta Sur,0,1109.375,132.35,4.15,65975.0,Generador,Schneider,X100,4082.0,6958
Planta Este,1,801.7777777777778,98.77,1.77,17595.0,Generador,Schneider,M400,4194.0,7519
Planta Este,0,984.1666666666666,147.01,0.8,96544.0,Compresor,ABB,Z300,4526.0,5238
Planta Este,0,984.1666666666666,148.85,1.3,99319.0,Compresor,ABB,Z300,4526.0,5238
Planta Este,0,984.1666666666666,144.42,2.19,50837.0,Compresor,ABB,Z300,4526.0,5238
Planta Sur,1,595.8461538461538,112.16,1.44,86854.0,Motor,ABB,M400,425.0,9406
Planta Oeste,1,578.5,90.93,2.62,58310.0,Compresor,ABB,X100,2157.0,9328
Planta Oeste,1,578.5,138.41,3.86,9015.0,Compresor,ABB,X100,2157.0,9328
Planta Oeste,1,578.5,55.34,0.74,27668.0,Compresor,ABB,X100,2157.0,9328
Planta Sur,0,1265.4,112.62,0.58,59884.0,Generador,GE,M400,1804.0,3875
Planta Norte,1,848.4,121.94,2.04,36203.0,Motor,GE,M400,3161.0,6536
Planta Norte,1,848.4,148.58,3.2,87690.0,Motor,GE,M400,3161.0,6536
Planta Norte,1,1064.0,75.95,4.45,37865.0,Compresor,Schneider,Z300,3095.0,2579
Planta Norte,1,1064.0,147.02,1.2,10498.0,Compresor,Schneider,Z300,3095.0,2579
Planta Norte,1,1064.0,130.71,0.52,74018.0,Compresor,Schneider,Z300,3095.0,2579
Planta Norte,0,1336.4,58.03,0.49,67181.0,Compresor,Siemens,M400,1112.0,3775
Planta Sur,0,1245.6,56.91,1.89,16984.0,Compresor,GE,X100,3217.0,7013
Planta Sur,0,1245.6,117.04,4.91,55590.0,Compresor,GE,X100,3217.0,7013
Planta Sur,0,1245.6,66.89,3.54,34136.0,Compresor,GE,X100,3217.0,7013
Planta Este,1,684.9090909090909,99.47,1.28,53737.0,Compresor,Schneider,X100,685.0,940
Planta Este,1,684.9090909090909,94.32,3.99,63413.0,Compresor,Schneider,X100,685.0,940
Planta Oeste,1,656.25,73.75,4.59,52666.0,Generador,Schneider,Y200,3138.0,6390
Planta Oeste,0,624.7857142857143,109.13,2.83,20753.0,Compresor,ABB,X100,-100.0,3496
Planta Norte,1,704.5454545454545,119.74,0.91,88340.0,Compresor,Schneider,Y200,11976.5,3712
Planta Sur,1,1709.75,146.3,4.96,86128.0,Compresor,Siemens,Z300,1095.0,1793
Planta Norte,0,808.25,124.31,1.2,38311.0,Generador,ABB,X100,194.0,4061
Planta Sur,0,837.4545454545455,86.68,2.28,45651.0,Transformador,Schneider,X100,968.0,2098
Planta Sur,0,837.4545454545455,52.49,0.31,78597.0,Transformador,Schneider,X100,968.0,2098
Planta Sur,1,519.7692307692307,56.38,2.25,77149.0,Motor,ABB,X100,163.0,1073
Planta Sur,1,519.7692307692307,128.27,2.72,46254.0,Motor,ABB,X100,163.0,1073
Planta Sur,1,519.7692307692307,73.16,1.2,44140.0,Motor,ABB,X100,163.0,1073
Planta Sur,0,771.7272727272727,53.51,0.69,46470.0,Compresor,Siemens,Y200,756.0,8274
Planta Este,0,749.0909090909091,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Este,0,749.0909090909091,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Oeste,0,1025.888888888889,277.88,1.88,2313.0,Motor,ABB,Y200,1083.0,2944
Planta Oeste,0,1025.888888888889,53.54,2.94,55526.0,Motor,ABB,Y200,1083.0,2944
Planta Oeste,0,723.3333333333334,66.12,1.55,61368.0,Generador,Siemens,M400,2390.0,4658
Planta Sur,0,875.3333333333334,96.15,0.57,27872.0,Motor,GE,Z300,3261.0,3846
Planta Sur,0,875.3333333333334,77.93,0.37,55092.0,Motor,GE,Z300,3261.0,3846
Planta Sur,0,875.3333333333334,134.06,4.61,63389.0,Motor,GE,Z300,3261.0,3846
Planta Sur,1,701.0769230769231,76.61,3.98,79669.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,549.1333333333333,71.86,0.15,78970.0,Generador,GE,Y200,4854.0,2005
Planta Oeste,1,1103.25,58.8,2.2,47884.0,Generador,Schneider,Z300,2723.0,5136
Planta Oeste,1,1103.25,114.59,4.23,89606.0,Generador,Schneider,Z300,2723.0,5136
Planta Este,1,1306.857142857143,103.89500000000001,3.7699999999999996,82040.5,Compresor,Siemens,Y200,358.0,7100
Planta Este,1,745.1818181818181,109.82,2.48,41814.0,Generador,ABB,Z300,2986.0,7395
Planta Este,1,745.1818181818181,147.54,1.3,62706.0,Generador,ABB,Z300,2986.0,7395
Planta Sur,1,960.7777777777778,70.95,1.5,54274.0,Generador,GE,X100,248.0,865
Planta Sur,1,960.7777777777778,90.63,2.78,12635.0,Generador,GE,X100,248.0,865
Planta Sur,1,960.7777777777778,52.72,4.59,36572.0,Generador,GE,X100,248.0,865
Planta Oeste,1,959.8888888888889,130.47,1.0,66421.0,Transformador,GE,M400,423.0,5091
Planta Oeste,1,959.8888888888889,83.96,3.93,43339.0,Transformador,GE,M400,423.0,5091
Planta Oeste,1,959.8888888888889,111.13,2.73,69965.0,Transformador,GE,M400,423.0,5091
Planta Norte,0,768.8571428571429,103.84,2.36,70457.0,Transformador,GE,X100,4333.0,3246
Planta Este,1,844.6,112.79,1.37,37864.0,Generador,GE,M400,625.0,7863
Planta Este,1,844.6,123.99,0.7,89375.0,Generador,GE,M400,625.0,7863
Planta Este,1,844.6,69.38,1.71,76641.0,Generador,GE,M400,625.0,7863
Planta Este,1,844.6,76.2,1.57,65677.0,Generador,GE,M400,625.0,7863
Planta Este,1,519.7692307692307,56.38,2.25,77149.0,Motor,ABB,X100,163.0,1073
Planta Este,1,519.7692307692307,128.27,2.72,46254.0,Motor,ABB,X100,163.0,1073
Planta Este,1,519.7692307692307,73.16,1.2,44140.0,Motor,ABB,X100,163.0,1073
Planta Este,1,1336.4,58.03,0.49,67181.0,Compresor,Siemens,M400,1112.0,3775
Planta Norte,1,859.0,58.43,2.83,77276.0,Compresor,ABB,M400,3458.0,1501
Planta Oeste,1,767.6666666666666,62.33,0.3,42002.0,Compresor,Schneider,X100,3323.0,9819
Planta Oeste,1,767.6666666666666,141.31,4.15,73151.0,Compresor,Schneider,X100,3323.0,9819
Planta Oeste,1,767.6666666666666,139.55,0.76,49340.0,Compresor,Schneider,X100,3323.0,9819
Planta Oeste,0,574.6666666666666,104.65,2.93,1301.0,Compresor,Siemens,M400,3056.0,9954
Planta Oeste,0,574.6666666666666,123.17,4.26,52866.0,Compresor,Siemens,M400,3056.0,9954
Planta Oeste,0,574.6666666666666,136.11,2.31,97679.0,Compresor,Siemens,M400,3056.0,9954
Planta Este,1,623.5,104.66,2.41,54004.0,Generador,Siemens,X100,3877.0,7529
Planta Oeste,0,626.7333333333333,117.64,3.81,6831.0,Generador,ABB,M400,1536.0,1999
