Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Sur,1,40.0,86.8175,1.905,7.473402777777777,Generador,ABB,Y200,1702.0,2.3425
Planta Este,1,335.0,116.265,2.94,21.10236111111111,Motor,Schneider,X100,2315.0,0.8805555555555555
Planta Sur,1,83.0,105.34,0.88,24.813055555555554,Transformador,Schneider,X100,994.0,2.6261111111111113
Planta Norte,1,757.0,124.94,1.2066666666666668,13.389722222222222,Generador,GE,X100,3061.0,0.6111111111111112
Planta Este,1,488.0,100.25,1.69,10.36513888888889,Motor,Schneider,Z300,396.0,1.4708333333333334
Planta Oeste,1,2011.0,83.66499999999999,3.0100000000000002,25.699305555555554,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Este,1,23.0,128.52,4.67,17.94638888888889,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Oeste,1,168.0,123.3,2.68,17.903055555555557,Generador,Siemens,M400,3623.0,1.37
Planta Sur,1,56.0,112.47,4.38,20.25111111111111,Motor,GE,M400,3762.0,1.5077777777777779
Planta Oeste,1,537.0,119.83,4.15,11.390833333333333,Generador,ABB,M400,4720.0,0.8730555555555556
Planta Sur,1,381.0,91.825,2.5949999999999998,10.33388888888889,Compresor,Schneider,Z300,3453.0,0.5019444444444444
Planta Oeste,1,3256.0,66.735,2.4699999999999998,16.462083333333332,Motor,ABB,Y200,1020.0,1.1583333333333334
Planta Este,1,508.0,84.39500000000001,1.2550000000000001,6.804305555555556,Motor,GE,M400,4223.0,0.4836111111111111
Planta Este,1,624.0,99.46,1.6,8.727222222222222,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Sur,1,179.0,72.1125,3.815,15.329097222222222,Transformador,ABB,Y200,3088.0,1.9013888888888888
Planta Sur,1,1621.0,104.71666666666665,2.236666666666667,5.916574074074075,Motor,ABB,X100,4447.0,0.5669444444444445
Planta Oeste,1,716.0,97.2,4.35,16.303333333333335,Generador,ABB,M400,4781.0,2.4366666666666665
Planta Este,1,1261.0,60.6,4.19,7.803055555555556,Transformador,Siemens,M400,3839.0,0.49194444444444446
Planta Norte,1,684.0,128.54,0.57,18.677777777777777,Motor,GE,Z300,131.0,2.206111111111111
Planta Este,1,277.0,124.9375,2.6775,16.556203703703705,Transformador,Schneider,Y200,2907.0,2.7330555555555556
Planta Este,1,288.0,76.13666666666667,2.393333333333333,10.516203703703704,Compresor,ABB,M400,2074.0,1.8644444444444443
Planta Norte,1,1963.0,93.545,2.9699999999999998,14.944166666666666,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Oeste,1,700.0,96.82000000000001,1.9,14.335138888888888,Transformador,Siemens,Y200,3835.0,2.118611111111111
Planta Oeste,1,382.0,104.375,3.0149999999999997,26.420416666666668,Compresor,Siemens,Z300,3429.0,2.1458333333333335
Planta Este,1,339.0,73.17,1.38,8.43875,Compresor,Siemens,Y200,2683.0,0.6069444444444444
Planta Sur,1,34.0,99.46,1.6,8.727222222222222,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Norte,1,14.0,124.9375,2.6775,16.556203703703705,Transformador,Schneider,Y200,2907.0,2.7330555555555556
Planta Norte,1,687.0,111.26333333333334,2.85,15.302407407407406,Transformador,GE,Y200,1307.0,2.5275
Planta Este,1,2679.0,63.41,2.88,19.39,Motor,Siemens,Z300,4733.0,0.9169444444444445
Planta Este,1,58.0,112.47,4.38,20.25111111111111,Motor,GE,M400,3762.0,1.5077777777777779
Planta Este,1,3634.0,118.702,3.3560000000000003,14.912722222222223,Compresor,Siemens,M400,4430.0,0.7563888888888889
Planta Este,1,969.0,89.06,2.45,0.33361111111111114,Compresor,Schneider,M400,3407.0,1.4108333333333334
Planta Norte,1,656.0,117.66,4.73,2.8094444444444444,Compresor,Siemens,M400,1112.0,1.0486111111111112
Planta Oeste,1,84.0,124.94,1.2066666666666668,13.389722222222222,Generador,GE,X100,3061.0,0.6111111111111112
Planta Norte,1,1502.0,100.31,1.5150000000000001,13.586944444444445,Transformador,GE,Y200,2825.0,0.8552777777777778
Planta Sur,1,1152.0,109.935,0.8899999999999999,11.545416666666666,Compresor,Siemens,Z300,2576.0,1.5583333333333333
Planta Oeste,1,2957.0,121.82499999999999,1.4249999999999998,20.134166666666665,Generador,Siemens,M400,2931.0,0.1413888888888889
Planta Sur,1,115.0,145.07,3.5,10.27111111111111,Transformador,ABB,Y200,2069.0,0.8625
Planta Norte,1,2779.0,115.27,3.77,6.1563888888888885,Generador,Schneider,Y200,2697.0,0.7202777777777778
Planta Oeste,1,791.0,93.05,1.73,11.537083333333333,Generador,GE,Z300,1734.0,0.5975
Planta Este,1,1245.0,90.055,1.2075,4.744027777777778,Transformador,ABB,M400,4796.0,2.6258333333333335
Planta Sur,1,1175.0,118.98,3.57,18.0975,Transformador,Schneider,Y200,2232.0,0.6713888888888889
Planta Sur,1,897.0,77.855,3.505,12.592777777777778,Motor,ABB,X100,2395.0,0.7097222222222223
Planta Sur,1,2097.0,85.14999999999999,1.7233333333333334,13.491944444444444,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Oeste,1,204.0,67.94,3.8600000000000003,2.9002777777777777,Generador,GE,M400,1337.0,0.8302777777777778
Planta Norte,1,1050.0,88.315,1.3350000000000002,23.735416666666666,Compresor,GE,X100,605.0,0.9730555555555556
Planta Este,1,571.0,118.49000000000001,2.32,19.06625,Generador,Siemens,Y200,4129.0,0.6511111111111111
Planta Norte,1,1407.0,75.63499999999999,0.7949999999999999,2.679027777777778,Compresor,GE,Z300,3897.0,2.625277777777778
Planta Este,1,563.0,64.98,2.515,18.667361111111113,Compresor,Siemens,Y200,194.0,0.3616666666666667
Planta Sur,1,1288.0,131.0,3.83,1.2575,Generador,Siemens,Z300,1796.0,1.4391666666666667
Planta Sur,1,161.0,107.66000000000001,5.989999999999999,11.132222222222222,Compresor,Schneider,Z300,215.0,1.0563888888888888
Planta Norte,1,634.0,80.42,2.2649999999999997,14.829027777777778,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Oeste,1,660.0,131.27,3.13,23.789444444444445,Generador,Siemens,X100,3877.0,2.091388888888889
Planta Sur,1,439.0,86.02,1.18,6.304166666666666,Motor,Siemens,Y200,3155.0,0.2588888888888889
Planta Este,1,398.0,66.79,1.83,4.509444444444444,Motor,ABB,M400,1460.0,1.5877777777777777
Planta Oeste,1,767.0,74.13666666666667,3.6199999999999997,13.789351851851851,Generador,Schneider,M400,4194.0,2.088611111111111
Planta Sur,1,2765.0,115.2375,1.7175,12.869305555555556,Generador,Schneider,M400,3905.0,1.1330555555555555
Planta Oeste,1,2459.0,123.9725,2.04,19.85472222222222,Generador,Schneider,Z300,2106.0,1.0452777777777778
Planta Norte,1,100.0,76.13666666666667,2.393333333333333,10.516203703703704,Compresor,ABB,M400,2074.0,1.8644444444444443
Planta Oeste,1,2165.0,104.52000000000001,2.685,6.699861111111111,Transformador,Siemens,Y200,613.0,0.8433333333333334
Planta Norte,1,1005.0,65.11333333333333,1.2466666666666666,17.32962962962963,Generador,Schneider,X100,4762.0,2.2066666666666666
Planta Sur,1,70.0,100.31,1.5150000000000001,13.586944444444445,Transformador,GE,Y200,2825.0,0.8552777777777778
Planta Oeste,1,424.0,121.04499999999999,0.855,5.3926388888888885,Compresor,Schneider,M400,4966.0,2.058611111111111
Planta Norte,1,2528.0,80.32499999999999,4.01,12.181666666666667,Compresor,GE,X100,637.0,1.6230555555555555
Planta Norte,1,408.0,90.195,1.39,13.965694444444445,Generador,ABB,X100,1333.0,1.751111111111111
Planta Norte,1,1025.0,87.46000000000001,3.4349999999999996,16.816805555555554,Compresor,ABB,X100,4944.0,2.330277777777778
Planta Este,1,102.0,99.46,1.6,8.727222222222222,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Oeste,1,4701.0,101.88666666666666,1.45,23.807962962962964,Transformador,Siemens,Y200,2934.0,1.8972222222222221
Planta Este,0,1502.0,86.545,3.115,15.380555555555556,Transformador,Siemens,Z300,1881.0,1.3586111111111112
Planta Norte,1,1502.0,86.545,3.115,15.380555555555556,Transformador,Siemens,Z300,1881.0,1.3586111111111112
Planta Oeste,1,737.0,61.57,3.99,14.154444444444444,Motor,GE,Z300,3261.0,1.0683333333333334
Planta Sur,1,366.0,102.07666666666667,3.4600000000000004,5.030833333333334,Transformador,Schneider,X100,1197.0,1.6436111111111111
Planta Sur,1,482.0,54.08,3.23,11.37888888888889,Motor,Schneider,Z300,1180.0,1.1483333333333334
Planta Sur,1,400.0,109.0,1.65,10.25361111111111,Compresor,Siemens,Z300,4203.0,1.8969444444444445
Planta Oeste,1,477.0,129.64,4.35,8.913055555555555,Generador,Siemens,Z300,2462.0,2.3516666666666666
Planta Este,1,1669.0,110.77,4.47,22.658055555555556,Generador,GE,Z300,4615.0,0.19305555555555556
Planta Norte,1,839.0,109.69,1.94,13.910555555555556,Compresor,GE,M400,3598.0,2.2394444444444446
Planta Este,0,672.0,73.66,2.5300000000000002,11.805138888888889,Compresor,GE,Y200,1730.0,1.8952777777777778
Planta Norte,1,452.0,132.06,2.12,22.66722222222222,Transformador,Schneider,Z300,3039.0,0.41305555555555556
Planta Norte,1,1123.0,133.92,1.03,22.830972222222222,Generador,ABB,Z300,4614.0,0.32805555555555554
Planta Oeste,1,108.0,124.94,1.2066666666666668,13.389722222222222,Generador,GE,X100,3061.0,0.6111111111111112
Planta Este,1,200.0,86.8175,1.905,7.473402777777777,Generador,ABB,Y200,1702.0,2.3425
Planta Oeste,1,1036.0,105.82,0.63,19.38138888888889,Motor,GE,X100,780.0,1.4622222222222223
Planta Este,1,563.0,104.24,4.29,11.52,Motor,Schneider,Y200,4521.0,0.4661111111111111
Planta Norte,1,672.0,73.66,2.5300000000000002,11.805138888888889,Compresor,GE,Y200,1730.0,1.8952777777777778
Planta Sur,1,776.0,112.47500000000001,0.565,5.652916666666667,Compresor,Schneider,Z300,3973.0,1.5741666666666667
Planta Norte,1,852.0,127.04999999999998,4.324999999999999,16.989305555555557,Motor,Siemens,X100,2505.0,0.4688888888888889
Planta Este,1,742.0,108.3375,1.055,13.528055555555556,Motor,ABB,Z300,1780.0,2.319722222222222
Planta Este,1,83.0,127.76,3.23,12.402777777777779,Generador,GE,Y200,3869.0,1.4313888888888888
Planta Sur,1,988.0,65.31,4.04,11.894444444444444,Compresor,Siemens,X100,11976.5,0.8777777777777778
Planta Norte,1,401.0,84.2475,3.3274999999999997,14.457361111111112,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Oeste,1,1331.0,149.36,0.82,13.948055555555555,Transformador,Schneider,Z300,1806.0,2.5930555555555554
Planta Norte,1,283.0,121.24333333333334,2.3699999999999997,16.101111111111113,Generador,Schneider,X100,1526.0,1.898611111111111
Planta Este,1,1260.0,109.02333333333333,2.8266666666666667,14.531481481481482,Transformador,ABB,M400,755.0,0.8113888888888889
Planta Este,1,507.0,83.905,3.3975,7.2868055555555555,Motor,Schneider,X100,1965.0,0.34305555555555556
Planta Sur,1,31.0,105.82,0.63,19.38138888888889,Motor,GE,X100,780.0,1.4622222222222223
Planta Norte,1,221.0,123.3,2.68,17.903055555555557,Generador,Siemens,M400,3623.0,1.37
Planta Norte,1,329.0,147.44,0.95,12.261944444444444,Motor,Schneider,Z300,1484.0,0.3908333333333333
Planta Norte,1,278.0,125.83,4.5649999999999995,12.957083333333333,Generador,ABB,X100,3565.0,2.0105555555555554
Planta Sur,1,1628.0,84.75,4.94,3.9163888888888887,Motor,Siemens,M400,4351.0,0.9858333333333333
Planta Oeste,1,137.0,93.05,1.73,11.537083333333333,Generador,GE,Z300,1734.0,0.5975
Planta Sur,1,4408.0,91.68,0.16,22.926388888888887,Motor,Schneider,M400,11976.5,2.688888888888889
Planta Este,1,207.0,104.71666666666665,2.236666666666667,5.916574074074075,Motor,ABB,X100,4447.0,0.5669444444444445
Planta Norte,1,67.0,110.77,4.47,22.658055555555556,Generador,GE,Z300,4615.0,0.19305555555555556
Planta Oeste,1,275.0,119.48500000000001,2.935,9.314583333333333,Compresor,GE,M400,378.0,1.8186111111111112
Planta Este,0,221.0,123.3,2.68,17.903055555555557,Generador,Siemens,M400,3623.0,1.37
Planta Sur,1,80.5,85.14999999999999,1.7233333333333334,13.491944444444444,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Este,1,758.0,139.78,3.22,20.15138888888889,Compresor,Schneider,X100,4932.0,0.5619444444444445
Planta Este,1,3470.0,119.72,1.98,5.1177777777777775,Transformador,ABB,X100,4866.0,0.5063888888888889
Planta Sur,1,27.0,93.05,1.73,11.537083333333333,Generador,GE,Z300,1734.0,0.5975
Planta Oeste,1,80.5,85.14999999999999,1.7233333333333334,13.491944444444444,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Este,1,105.0,99.46,1.6,8.727222222222222,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Este,1,2834.0,114.78,3.75,21.79111111111111,Motor,ABB,Z300,227.0,2.0205555555555557
Planta Norte,1,501.0,83.96,2.96,4.799166666666666,Motor,Schneider,M400,4523.0,1.0102777777777778
Planta Norte,1,2130.0,109.14,2.35,13.735555555555555,Generador,ABB,Z300,1730.0,0.8802777777777778
Planta Este,1,1094.0,91.75,2.83,12.013333333333334,Generador,Schneider,X100,1157.0,2.0877777777777777
Planta Este,1,412.0,88.3,4.11,12.5975,Transformador,GE,X100,4406.0,0.3436111111111111
Planta Oeste,1,1135.0,65.14,2.72,14.462777777777777,Generador,ABB,X100,4676.0,0.5127777777777778
Planta Oeste,1,1429.0,106.05,3.545,6.10625,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Sur,1,2661.0,92.78,1.875,10.547222222222222,Motor,Siemens,Y200,1631.0,0.4488888888888889
Planta Sur,1,604.0,114.39666666666666,0.7199999999999999,16.367592592592594,Generador,Schneider,Z300,694.0,0.6883333333333334
Planta Oeste,1,246.0,96.82000000000001,1.9,14.335138888888888,Transformador,Siemens,Y200,3835.0,2.118611111111111
Planta Este,1,77.0,147.44,0.95,12.261944444444444,Motor,Schneider,Z300,1484.0,0.3908333333333333
Planta Norte,1,1587.0,126.44999999999999,2.34,8.465277777777779,Generador,Schneider,Y200,2363.0,1.6336111111111111
Planta Norte,1,641.0,72.85,2.955,22.611944444444443,Transformador,ABB,Y200,3445.0,1.4972222222222222
Planta Sur,1,38.0,106.05,3.545,6.10625,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Norte,1,1918.0,105.5575,2.9375,12.90076388888889,Compresor,Siemens,M400,-100.0,1.4041666666666666
Planta Este,1,1454.0,109.29,0.49,19.54888888888889,Motor,ABB,Y200,3925.0,1.42
Planta Sur,1,1459.0,66.805,2.855,12.307638888888889,Compresor,Schneider,Y200,3378.0,1.2375
Planta Norte,1,990.0,85.96249999999999,2.56,21.23138888888889,Generador,Schneider,X100,4928.0,2.5077777777777777
Planta Oeste,1,1111.0,117.65,4.11,6.935,Transformador,Siemens,X100,244.0,1.7658333333333334
Planta Este,1,226.0,67.94,3.8600000000000003,2.9002777777777777,Generador,GE,M400,1337.0,0.8302777777777778
Planta Este,1,3052.0,129.49,4.92,13.126388888888888,Motor,ABB,Z300,1706.0,1.2375
Planta Sur,1,1701.0,83.16,2.265,4.428055555555556,Generador,Schneider,X100,4082.0,1.9327777777777777
Planta Este,1,1463.0,74.34,1.32,21.503055555555555,Generador,GE,Y200,307.0,2.0755555555555554
Planta Oeste,1,723.0,58.91,4.95,20.539166666666667,Compresor,ABB,X100,1909.0,0.8452777777777778
Planta Oeste,1,892.0,119.39,2.58,15.307638888888889,Compresor,ABB,Y200,1643.0,2.7094444444444443
Planta Este,1,154.0,86.8175,1.905,7.473402777777777,Generador,ABB,Y200,1702.0,2.3425
Planta Norte,1,88.0,119.72,1.98,5.1177777777777775,Transformador,ABB,X100,4866.0,0.5063888888888889
Planta Este,0,1459.0,66.805,2.855,12.307638888888889,Compresor,Schneider,Y200,3378.0,1.2375
Planta Este,1,469.0,117.53,2.4675000000000002,12.085972222222223,Motor,Schneider,M400,4456.0,2.4522222222222223
Planta Norte,1,3040.0,149.33,1.44,25.988888888888887,Transformador,GE,Y200,4246.0,1.2544444444444445
Planta Oeste,1,1559.0,120.5075,2.6950000000000003,14.681875,Motor,Schneider,Z300,11976.5,2.4227777777777777
Planta Sur,1,1835.0,84.73750000000001,1.7225000000000001,11.247361111111111,Compresor,GE,Z300,2678.0,2.743333333333333
Planta Sur,1,434.0,71.72,3.08,11.131666666666666,Transformador,ABB,M400,11976.5,0.40944444444444444
Planta Este,1,363.0,83.66499999999999,3.0100000000000002,25.699305555555554,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Este,1,1324.0,120.75,3.3049999999999997,12.153472222222222,Generador,ABB,M400,4134.0,2.4788888888888887
Planta Este,1,347.0,84.39500000000001,1.2550000000000001,6.804305555555556,Motor,GE,M400,4223.0,0.4836111111111111
Planta Este,1,58.0,106.05,3.545,6.10625,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Sur,1,104.0,109.14,2.35,13.735555555555555,Generador,ABB,Z300,1730.0,0.8802777777777778
Planta Sur,1,101.0,65.14,2.72,14.462777777777777,Generador,ABB,X100,4676.0,0.5127777777777778
Planta Norte,1,818.0,125.79,1.42,20.365833333333335,Generador,Siemens,M400,1900.0,2.678611111111111
Planta Sur,1,455.0,70.02,2.24,21.233333333333334,Transformador,Schneider,M400,4310.0,2.4025
Planta Norte,1,997.0,65.01,4.58,13.938055555555556,Generador,Schneider,Y200,3138.0,1.775
Planta Este,1,609.0,88.43,1.06,22.22222222222222,Generador,Schneider,M400,4432.0,0.7952777777777778
Planta Oeste,1,97.0,114.39666666666666,0.7199999999999999,16.367592592592594,Generador,Schneider,Z300,694.0,0.6883333333333334
Planta Norte,1,4885.0,60.45,2.9050000000000002,17.330555555555556,Compresor,GE,X100,998.0,0.1922222222222222
Planta Norte,1,1817.0,58.17,4.28,22.17222222222222,Transformador,GE,Z300,4482.0,1.8608333333333333
Planta Este,1,1274.0,108.16,3.23,6.912222222222222,Motor,ABB,M400,183.0,2.1758333333333333
Planta Norte,1,545.0,93.72,0.9,11.66388888888889,Transformador,Siemens,Z300,2222.0,1.0733333333333333
Planta Oeste,1,981.0,98.71666666666665,4.38,13.95861111111111,Compresor,Schneider,X100,3323.0,2.7275
Planta Este,1,818.0,129.46,3.7199999999999998,25.535416666666666,Generador,Schneider,Z300,2723.0,1.4266666666666667
Planta Oeste,1,1663.0,78.38,11.36,3.061111111111111,Compresor,ABB,Z300,3352.0,2.124722222222222
Planta Este,1,1819.0,131.27,1.23,17.604166666666668,Transformador,GE,Y200,3710.0,1.8433333333333333
Planta Oeste,1,344.0,118.702,3.3560000000000003,14.912722222222223,Compresor,Siemens,M400,4430.0,0.7563888888888889
Planta Norte,1,50.0,83.66499999999999,3.0100000000000002,25.699305555555554,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Sur,1,882.0,125.47,1.14,2.111666666666667,Compresor,Siemens,Z300,2569.0,1.6016666666666666
Planta Sur,1,189.0,84.75,4.94,3.9163888888888887,Motor,Siemens,M400,4351.0,0.9858333333333333
Planta Oeste,1,2074.0,71.4,2.41,13.204166666666667,Compresor,GE,M400,2471.0,1.9719444444444445
Planta Sur,1,603.0,106.08,4.99,6.778888888888889,Transformador,GE,Z300,2713.0,0.8727777777777778
Planta Norte,1,269.0,101.88666666666666,1.45,23.807962962962964,Transformador,Siemens,Y200,2934.0,1.8972222222222221
Planta Norte,1,203.0,125.83,4.5649999999999995,12.957083333333333,Generador,ABB,X100,3565.0,2.0105555555555554
Planta Oeste,1,970.0,99.92,1.73,12.7225,Generador,ABB,X100,194.0,1.1280555555555556
Planta Oeste,1,2423.0,97.11500000000001,3.135,16.455,Generador,GE,M400,1264.0,2.6505555555555556
Planta Norte,1,104.0,129.49,4.92,13.126388888888888,Motor,ABB,Z300,1706.0,1.2375
Planta Oeste,1,2225.0,121.58,0.54,0.8961111111111111,Compresor,ABB,Y200,4368.0,0.8947222222222222
Planta Oeste,1,223.0,65.31,4.04,11.894444444444444,Compresor,Siemens,X100,11976.5,0.8777777777777778
Planta Oeste,1,779.0,65.82,1.67,15.0775,Generador,GE,M400,1804.0,1.0763888888888888
Planta Este,1,317.0,80.42,2.2649999999999997,14.829027777777778,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Sur,1,664.0,96.28,4.484999999999999,15.508055555555556,Generador,Schneider,X100,4059.0,2.7463888888888888
Planta Este,1,594.0,117.98,4.46,23.84611111111111,Compresor,Siemens,Y200,1865.0,0.48638888888888887
Planta Sur,1,1045.0,101.92500000000001,2.62,11.417638888888888,Generador,Siemens,Z300,1250.0,1.8044444444444445
Planta Oeste,1,10.0,65.31,4.04,11.894444444444444,Compresor,Siemens,X100,11976.5,0.8777777777777778
Planta Sur,1,2051.0,111.72,3.02,27.358333333333334,Compresor,ABB,Z300,1714.0,1.0197222222222222
Planta Este,1,1188.0,94.83000000000001,3.205,16.345972222222223,Motor,GE,Z300,2945.0,1.0105555555555557
Planta Este,1,28.0,99.92,1.73,12.7225,Generador,ABB,X100,194.0,1.1280555555555556
Planta Este,1,118.0,149.33,1.44,25.988888888888887,Transformador,GE,Y200,4246.0,1.2544444444444445
Planta Sur,1,2437.0,73.155,2.64,10.226111111111111,Compresor,GE,Y200,4056.0,1.7958333333333334
Planta Norte,1,452.0,66.735,2.4699999999999998,16.462083333333332,Motor,ABB,Y200,1020.0,1.1583333333333334
Planta Oeste,1,692.0,83.7,3.81,21.13375,Motor,GE,Y200,1584.0,1.3116666666666668
Planta Norte,1,245.0,91.68,0.16,22.926388888888887,Motor,Schneider,M400,11976.5,2.688888888888889
Planta Oeste,1,776.0,61.38,2.3200000000000003,23.99763888888889,Compresor,GE,Z300,281.0,1.1766666666666667
Planta Norte,1,1431.0,277.88,3.91,1.5825,Motor,GE,X100,1599.0,2.328611111111111
Planta Este,1,466.0,91.825,2.5949999999999998,10.33388888888889,Compresor,Schneider,Z300,3453.0,0.5019444444444444
Planta Este,1,934.0,147.35,2.88,14.56638888888889,Compresor,GE,X100,2766.0,0.38416666666666666
Planta Este,0,1610.0,101.4,3.735,9.545277777777779,Generador,ABB,X100,453.0,0.5302777777777777
Planta Norte,1,975.0,103.36666666666667,1.51,17.682222222222222,Transformador,Siemens,X100,2539.0,2.507222222222222
Planta Sur,1,1610.0,101.4,3.735,9.545277777777779,Generador,ABB,X100,453.0,0.5302777777777777
Planta Norte,1,153.0,71.72,3.08,11.131666666666666,Transformador,ABB,M400,11976.5,0.40944444444444444
Planta Oeste,1,240.0,99.46,1.6,8.727222222222222,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Oeste,1,2337.0,56.0,2.39,8.890833333333333,Motor,Siemens,M400,3820.0,0.5780555555555555
Planta Este,1,697.0,73.26,1.1,10.441666666666666,Generador,Schneider,Y200,2895.0,0.9072222222222223
Planta Norte,1,632.0,129.65,0.91,17.22222222222222,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Norte,1,240.0,88.3,4.11,12.5975,Transformador,GE,X100,4406.0,0.3436111111111111
Planta Norte,1,2833.0,106.2675,2.2775,12.922083333333333,Compresor,Schneider,Y200,1568.0,1.8905555555555555
Planta Este,1,1112.0,112.565,3.795,8.112083333333333,Generador,ABB,Z300,2986.0,2.0541666666666667
Planta Sur,1,386.0,66.79,1.83,4.509444444444444,Motor,ABB,M400,1460.0,1.5877777777777777
Planta Este,1,149.0,65.01,4.58,13.938055555555556,Generador,Schneider,Y200,3138.0,1.775
Planta Sur,1,626.0,146.12,1.34,26.25722222222222,Motor,ABB,Y200,2597.0,1.3869444444444445
Planta Oeste,1,1326.0,143.29,3.63,24.79222222222222,Transformador,GE,M400,253.0,2.1566666666666667
Planta Este,1,89.0,101.92500000000001,2.62,11.417638888888888,Generador,Siemens,Z300,1250.0,1.8044444444444445
Planta Este,1,579.0,98.91,2.32,21.645555555555557,Generador,Siemens,M400,2390.0,1.2938888888888889
Planta Norte,1,2506.0,114.37,4.57,0.6030555555555556,Transformador,ABB,Z300,1661.0,0.7647222222222222
Planta Este,1,391.0,87.46000000000001,3.4349999999999996,16.816805555555554,Compresor,ABB,X100,4944.0,2.330277777777778
Planta Norte,1,1482.0,122.05,4.58,12.639166666666666,Generador,Siemens,Y200,1596.0,1.571388888888889
Planta Sur,1,165.0,109.95,2.92,20.12388888888889,Generador,Schneider,Z300,2723.0,1.4266666666666667
Planta Oeste,1,510.0,111.25,3.38,19.726111111111113,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Este,1,1137.0,134.23,1.97,13.563333333333333,Transformador,GE,M400,1095.0,0.35944444444444446
Planta Este,1,1292.0,129.22,4.08,11.3125,Transformador,ABB,Y200,2175.0,0.23
Planta Norte,0,165.0,109.95,2.92,20.12388888888889,Generador,Schneider,Z300,2723.0,1.4266666666666667
Planta Oeste,1,1665.0,132.14333333333335,3.896666666666667,16.485555555555557,Generador,Siemens,M400,1164.0,0.9977777777777778
Planta Sur,0,902.0,127.74,1.52,19.008333333333333,Motor,Schneider,X100,1586.0,0.4461111111111111
Planta Sur,1,252.0,94.11,4.79,3.33,Compresor,ABB,X100,1909.0,0.8452777777777778
Planta Este,1,790.0,87.62,2.74,7.706388888888889,Generador,ABB,Y200,2152.0,1.7963888888888888
Planta Oeste,1,3359.0,122.494,3.084,15.514555555555557,Transformador,GE,Y200,1795.0,1.8991666666666667
Planta Este,1,465.0,68.02666666666666,1.7700000000000002,15.31324074074074,Motor,Siemens,Y200,3155.0,0.2588888888888889
Planta Sur,1,902.0,127.74,1.52,19.008333333333333,Motor,Schneider,X100,1586.0,0.4461111111111111
Planta Norte,1,970.0,119.77,2.87,3.4852777777777777,Transformador,Siemens,M400,899.0,0.9319444444444445
Planta Norte,1,719.0,111.37,3.7,9.790833333333333,Transformador,ABB,X100,1198.0,1.2169444444444444
Planta Norte,1,614.0,126.64666666666666,2.41,12.33324074074074,Compresor,Schneider,Z300,3095.0,0.7163888888888889
Planta Sur,1,1503.0,92.285,2.455,24.813125,Generador,Siemens,X100,4387.0,0.18472222222222223
Planta Norte,1,391.0,56.99,4.07,21.86722222222222,Motor,GE,X100,780.0,1.4622222222222223
Planta Sur,1,113.0,66.24,3.5,4.639444444444444,Transformador,ABB,M400,11976.5,0.40944444444444444
Planta Sur,1,1130.0,96.54,2.36,10.1225,Motor,Schneider,Y200,503.0,2.680277777777778
Planta Este,1,410.0,99.41499999999999,0.7999999999999999,15.649583333333334,Motor,Siemens,X100,2505.0,0.4688888888888889
Planta Oeste,1,405.0,83.93,4.76,9.451944444444445,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Este,1,635.0,125.55,4.45,1.5577777777777777,Compresor,Schneider,Y200,11976.5,1.031111111111111
Planta Oeste,1,358.0,93.405,1.7,7.3943055555555555,Motor,ABB,Z300,227.0,2.0205555555555557
Planta Sur,1,1367.0,73.01666666666667,3.0366666666666666,11.482222222222223,Transformador,Siemens,X100,2729.0,0.6136111111111111
Planta Oeste,1,755.0,110.38,2.96,11.03513888888889,Motor,ABB,M400,4825.0,0.7005555555555556
Planta Norte,1,385.0,132.6,4.545,9.66,Compresor,GE,M400,378.0,1.8186111111111112
Planta Oeste,1,1279.0,122.31,1.94,3.3,Motor,GE,Y200,4730.0,0.9827777777777778
Planta Oeste,1,210.0,120.6875,3.1399999999999997,8.461041666666667,Compresor,GE,M400,2471.0,1.9719444444444445
Planta Oeste,1,737.0,108.12666666666667,2.9299999999999997,16.513148148148147,Transformador,Siemens,Y200,75.0,2.0527777777777776
