Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Norte,0,322.0,30,139.36,2.51,80561.0,Transformador,GE,Z300,4980.0,6407
Planta Norte,0,182.0,5,63.47,2.51,64628.0,Transformador,GE,Z300,4980.0,6407
Planta Norte,0,182.0,10,135.64,1.56,24041.0,Transformador,GE,Z300,4980.0,6407
Planta Norte,0,182.0,30,139.36,2.51,80561.0,Transformador,GE,Z300,4980.0,6407
Planta Oeste,0,1007.0,6,67.25,2.24,67626.0,Generador,ABB,Z300,2986.0,7395
Planta Oeste,0,1007.0,15,63.8,3.78,83693.0,Generador,ABB,Z300,2986.0,7395
Planta Norte,0,1729.0,1,85.4,5.0,45108.0,Motor,ABB,X100,4447.0,2041
Planta Norte,0,1729.0,27,73.76,2.93,97456.0,Motor,ABB,X100,4447.0,2041
Planta Este,0,982.0,8,138.68,1.83,83856.0,Transformador,ABB,Z300,2109.0,8902
Planta Sur,1,1331.0,23,120.76,2.98,97451.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,1825.0,15,109.09,1.88,40606.0,Motor,Schneider,Y200,1706.0,7017
Planta Sur,0,2136.0,14,90.13,4.41,81196.0,Compresor,ABB,Y200,1149.0,2920
Planta Sur,0,2136.0,27,57.83,1.24,4096.0,Compresor,ABB,Y200,1149.0,2920
Planta Sur,0,2136.0,29,65.49,0.57,18082.0,Compresor,ABB,Y200,1149.0,2920
Planta Norte,1,1356.0,20,81.23,1.59,86456.0,Transformador,Siemens,M400,3807.0,3178
Planta Sur,1,1073.0,12,70.16,0.91,45866.0,Compresor,Schneider,Z300,506.0,9555
Planta Sur,1,1073.0,22,118.33,0.55,12207.0,Compresor,Schneider,Z300,506.0,9555
Planta Este,0,721.0,18,114.22,2.63,42758.0,Compresor,ABB,Z300,1337.0,5831
Planta Norte,1,2208.0,14,148.69,1.8,99823.0,Transformador,GE,Y200,4404.0,3405
Planta Norte,1,2208.0,17,56.48,0.89,31119.0,Transformador,GE,Y200,4404.0,3405
Planta Norte,1,471.0,14,148.69,1.8,99823.0,Transformador,GE,Y200,4404.0,3405
Planta Norte,1,471.0,17,56.48,0.89,31119.0,Transformador,GE,Y200,4404.0,3405
Planta Sur,1,1106.0,5,63.47,2.51,64628.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,1106.0,10,135.64,1.56,24041.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,1106.0,30,139.36,2.51,80561.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,322.0,5,63.47,2.51,64628.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,322.0,10,135.64,1.56,24041.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,322.0,30,139.36,2.51,80561.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,182.0,5,63.47,2.51,64628.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,182.0,10,135.64,1.56,24041.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,1,182.0,30,139.36,2.51,80561.0,Transformador,GE,Z300,4980.0,6407
Planta Norte,1,583.0,1,79.94,2.35,2826.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,583.0,6,101.03,4.36,40870.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,583.0,14,114.76,4.56,51328.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,583.0,17,111.16,4.52,51638.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,583.0,18,52.5,1.66,12375.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,551.0,1,79.94,2.35,2826.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,551.0,6,101.03,4.36,40870.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,551.0,14,114.76,4.56,51328.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,551.0,17,111.16,4.52,51638.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,551.0,18,52.5,1.66,12375.0,Compresor,GE,Y200,1652.0,8840
Planta Oeste,0,1145.0,8,125.44,3.83,94776.0,Transformador,Schneider,Z300,1806.0,9335
Planta Oeste,0,1145.0,16,125.9,4.32,66065.0,Transformador,Schneider,Z300,1806.0,9335
Planta Oeste,0,1145.0,20,104.66,4.13,3259.0,Transformador,Schneider,Z300,1806.0,9335
Planta Oeste,0,1145.0,25,96.64,0.21,9132.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,1,561.0,13,101.01,3.57,58867.0,Generador,Siemens,M400,2390.0,4658
Planta Norte,1,100.0,13,101.01,3.57,58867.0,Generador,Siemens,M400,2390.0,4658
Planta Sur,1,667.0,15,109.29,2.79,46916.0,Transformador,ABB,M400,755.0,2921
Planta Sur,1,667.0,28,104.53,0.31,54071.0,Transformador,ABB,M400,755.0,2921
Planta Norte,1,790.0,1,277.88,3.5,39420.0,Motor,Schneider,Z300,4267.0,4383
Planta Norte,1,790.0,5,124.32,4.82,99368.0,Motor,Schneider,Z300,4267.0,4383
Planta Norte,1,790.0,10,117.59,2.44,15498.0,Motor,Schneider,Z300,4267.0,4383
Planta Norte,1,790.0,30,98.38,3.79,60305.0,Motor,Schneider,Z300,4267.0,4383
Planta Este,1,2622.0,11,58.87,3.04,41880.0,Generador,ABB,M400,2780.0,4535
Planta Este,1,2622.0,23,78.99,3.77,17070.0,Generador,ABB,M400,2780.0,4535
Planta Este,1,408.0,11,58.87,3.04,41880.0,Generador,ABB,M400,2780.0,4535
Planta Este,1,408.0,23,78.99,3.77,17070.0,Generador,ABB,M400,2780.0,4535
Planta Norte,0,1422.0,6,100.37,2.01,48546.0,Transformador,ABB,Z300,3373.0,4580
Planta Norte,0,1422.0,10,98.95,2.75,15912.0,Transformador,ABB,Z300,3373.0,4580
Planta Norte,0,208.0,6,100.37,2.01,48546.0,Transformador,ABB,Z300,3373.0,4580
Planta Norte,0,208.0,10,98.95,2.75,15912.0,Transformador,ABB,Z300,3373.0,4580
Planta Sur,1,2556.0,10,104.18,1.18,11447.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,2556.0,12,145.35,3.2,72201.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,2556.0,21,93.12,1.77,59573.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,2556.0,28,135.71,0.72,64999.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,2556.0,30,56.85,0.56,99710.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,159.0,10,104.18,1.18,11447.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,159.0,12,145.35,3.2,72201.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,159.0,21,93.12,1.77,59573.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,159.0,28,135.71,0.72,64999.0,Generador,ABB,X100,194.0,4061
Planta Sur,1,159.0,30,56.85,0.56,99710.0,Generador,ABB,X100,194.0,4061
Planta Este,0,2919.0,4,100.48,4.41,38447.0,Compresor,GE,Z300,2678.0,9876
Planta Este,0,2919.0,25,65.09,2.39,37985.0,Compresor,GE,Z300,2678.0,9876
Planta Norte,1,823.0,17,103.22,2.52,75423.0,Motor,ABB,M400,4074.0,7154
Planta Sur,0,2961.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Sur,0,25.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Norte,0,1349.0,5,109.3,3.32,34484.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,1315.0,23,61.71,2.11,57064.0,Compresor,Schneider,Y200,1671.0,8525
Planta Oeste,1,1315.0,29,141.05,4.37,10197.0,Compresor,Schneider,Y200,1671.0,8525
Planta Oeste,1,62.0,23,61.71,2.11,57064.0,Compresor,Schneider,Y200,1671.0,8525
Planta Oeste,1,62.0,29,141.05,4.37,10197.0,Compresor,Schneider,Y200,1671.0,8525
Planta Sur,1,1128.0,15,63.0,0.6,71018.0,Compresor,ABB,Z300,1328.0,7713
Planta Sur,1,1128.0,19,125.08,1.98,64458.0,Compresor,ABB,Z300,1328.0,7713
Planta Sur,1,1128.0,28,73.46,3.06,49549.0,Compresor,ABB,Z300,1328.0,7713
Planta Sur,1,1170.0,4,116.52,4.56,38032.0,Compresor,Schneider,Y200,4806.0,3952
Planta Sur,1,1581.0,9,138.23,4.11,50486.0,Generador,GE,Z300,4220.0,684
Planta Sur,1,1581.0,17,89.65,4.87,38523.0,Generador,GE,Z300,4220.0,684
Planta Sur,1,2038.0,2,72.52,4.73,29525.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,2038.0,7,65.8,1.6,47510.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,2038.0,12,51.29,2.6,32056.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,2038.0,15,96.22,2.11,50323.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,2038.0,24,57.93,1.34,20941.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,184.0,2,72.52,4.73,29525.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,184.0,7,65.8,1.6,47510.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,184.0,12,51.29,2.6,32056.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,184.0,15,96.22,2.11,50323.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,1,184.0,24,57.93,1.34,20941.0,Motor,Siemens,M400,4693.0,6355
Planta Este,1,392.0,27,67.91,4.43,27176.0,Transformador,ABB,X100,1005.0,3476
Planta Este,1,392.0,30,130.53,4.91,2306.0,Transformador,ABB,X100,1005.0,3476
Planta Este,1,514.0,27,67.91,4.43,27176.0,Transformador,ABB,X100,1005.0,3476
Planta Este,1,514.0,30,130.53,4.91,2306.0,Transformador,ABB,X100,1005.0,3476
Planta Oeste,1,1057.0,4,53.02,2.08,43083.0,Motor,ABB,Y200,2493.0,2315
Planta Oeste,1,1057.0,12,128.51,3.17,48699.0,Motor,ABB,Y200,2493.0,2315
Planta Este,0,1244.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,1244.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,572.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,572.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Sur,1,1098.0,11,101.91,3.46,74570.0,Transformador,GE,X100,4333.0,3246
Planta Este,1,721.0,18,114.22,2.63,42758.0,Compresor,ABB,Z300,1337.0,5831
Planta Este,1,2961.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Este,1,25.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Norte,0,657.0,29,138.93,1.52,30506.0,Motor,Schneider,M400,3935.0,6293
Planta Este,1,1244.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,1,1244.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,1,572.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,1,572.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Oeste,1,1362.0,25,121.08,4.52,93247.0,Motor,ABB,X100,4694.0,7565
Planta Oeste,1,543.0,25,121.08,4.52,93247.0,Motor,ABB,X100,4694.0,7565
Planta Este,1,888.0,27,129.66,4.77,342.0,Generador,ABB,M400,2796.0,1717
Planta Este,1,807.0,16,66.01,3.11,88394.0,Generador,Siemens,X100,4231.0,9047
Planta Sur,1,1016.0,1,80.44,2.23,38766.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,1,1016.0,20,59.07,0.97,27654.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,1,136.0,1,80.44,2.23,38766.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,1,136.0,20,59.07,0.97,27654.0,Compresor,ABB,X100,1915.0,6573
Planta Norte,1,1269.0,7,85.5,0.76,85538.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,1269.0,16,127.79,3.65,54822.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,1269.0,26,87.48,2.5,58013.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,287.0,7,85.5,0.76,85538.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,287.0,16,127.79,3.65,54822.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,287.0,26,87.48,2.5,58013.0,Generador,Schneider,Y200,2895.0,3266
Planta Sur,1,3150.0,1,100.09,1.61,21448.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,3150.0,4,136.89,2.17,70825.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,3150.0,30,101.4,3.19,77238.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,1,100.09,1.61,21448.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,4,136.89,2.17,70825.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,30,101.4,3.19,77238.0,Motor,GE,X100,1599.0,8383
Planta Oeste,1,3744.0,11,125.28,2.37,39904.0,Compresor,ABB,Z300,1957.0,3472
Planta Oeste,1,3744.0,14,61.69,2.08,56853.0,Compresor,ABB,Z300,1957.0,3472
Planta Oeste,1,3744.0,29,96.95,2.76,86185.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,159.0,1,80.445,2.305,50308.5,Transformador,Schneider,X100,326.0,7398
Planta Este,1,159.0,2,91.92,4.87,89672.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,159.0,10,103.37,3.79,10195.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,159.0,12,139.79,1.6,94736.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,159.0,13,58.55,4.08,47083.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,159.0,18,89.96,0.11,53640.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,1,80.445,2.305,50308.5,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,2,91.92,4.87,89672.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,10,103.37,3.79,10195.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,12,139.79,1.6,94736.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,13,58.55,4.08,47083.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,626.0,18,89.96,0.11,53640.0,Transformador,Schneider,X100,326.0,7398
Planta Oeste,0,1142.0,10,59.91,0.43,82770.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,1142.0,11,99.83,2.67,74770.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,1142.0,17,115.3,2.25,78285.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,1142.0,19,144.61,4.59,81143.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,144.0,10,59.91,0.43,82770.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,144.0,11,99.83,2.67,74770.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,144.0,17,115.3,2.25,78285.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,144.0,19,144.61,4.59,81143.0,Transformador,GE,Y200,3710.0,6636
Planta Norte,1,2961.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Norte,1,25.0,22,118.74,2.69,94881.0,Compresor,Siemens,Z300,4203.0,6829
Planta Oeste,1,887.0,8,148.08,4.43,35635.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,887.0,10,69.46,1.04,62182.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,887.0,13,137.53,2.35,13007.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,887.0,26,68.74,0.76,97203.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,183.0,8,148.08,4.43,35635.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,183.0,10,69.46,1.04,62182.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,183.0,13,137.53,2.35,13007.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,183.0,26,68.74,0.76,97203.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,425.0,8,148.08,4.43,35635.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,425.0,10,69.46,1.04,62182.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,425.0,13,137.53,2.35,13007.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,1,425.0,26,68.74,0.76,97203.0,Transformador,Siemens,Z300,385.0,3249
Planta Norte,1,2031.0,10,115.58,0.63,53735.0,Generador,GE,X100,2157.0,3183
Planta Oeste,1,377.0,2,104.14,0.9,59442.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,1,377.0,27,108.28,2.28,20881.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,1,262.0,2,104.14,0.9,59442.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,1,262.0,27,108.28,2.28,20881.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,1,188.0,2,104.14,0.9,59442.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,1,188.0,27,108.28,2.28,20881.0,Motor,Schneider,Z300,396.0,5295
Planta Este,1,2018.0,22,141.06,4.59,16901.0,Generador,ABB,X100,4856.0,4327
Planta Este,1,339.0,22,141.06,4.59,16901.0,Generador,ABB,X100,4856.0,4327
Planta Norte,1,663.0,3,133.8,4.69,8044.0,Compresor,Schneider,Z300,1232.0,9397
Planta Norte,1,663.0,10,138.86,4.12,90534.0,Compresor,Schneider,Z300,1232.0,9397
Planta Norte,1,663.0,19,56.47,0.98,45015.0,Compresor,Schneider,Z300,1232.0,9397
Planta Norte,1,471.0,3,133.8,4.69,8044.0,Compresor,Schneider,Z300,1232.0,9397
Planta Norte,1,471.0,10,138.86,4.12,90534.0,Compresor,Schneider,Z300,1232.0,9397
Planta Norte,1,471.0,19,56.47,0.98,45015.0,Compresor,Schneider,Z300,1232.0,9397
Planta Este,1,746.0,1,148.69,1.43,88061.0,Generador,Schneider,M400,2372.0,5027
Planta Este,1,746.0,9,135.22,2.93,56312.0,Generador,Schneider,M400,2372.0,5027
Planta Este,1,643.0,1,148.69,1.43,88061.0,Generador,Schneider,M400,2372.0,5027
Planta Este,1,643.0,9,135.22,2.93,56312.0,Generador,Schneider,M400,2372.0,5027
Planta Oeste,0,392.0,27,67.91,4.43,27176.0,Transformador,ABB,X100,1005.0,3476
Planta Oeste,0,392.0,30,130.53,4.91,2306.0,Transformador,ABB,X100,1005.0,3476
Planta Oeste,0,514.0,27,67.91,4.43,27176.0,Transformador,ABB,X100,1005.0,3476
Planta Oeste,0,514.0,30,130.53,4.91,2306.0,Transformador,ABB,X100,1005.0,3476
Planta Norte,1,1007.0,6,67.25,2.24,67626.0,Generador,ABB,Z300,2986.0,7395
Planta Norte,1,1007.0,15,63.8,3.78,83693.0,Generador,ABB,Z300,2986.0,7395
Planta Este,0,835.0,18,118.88,4.77,6129.0,Generador,Siemens,X100,2395.0,8947
Planta Norte,1,831.0,4,82.57,3.47,47939.0,Generador,ABB,M400,4134.0,8924
Planta Norte,1,476.0,4,82.57,3.47,47939.0,Generador,ABB,M400,4134.0,8924
Planta Oeste,1,2503.0,2,148.23,3.33,1345.0,Generador,Siemens,M400,3623.0,4932
Planta Este,0,1244.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,1244.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,572.0,7,52.17,3.79,30694.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,0,572.0,26,112.3,4.66,20654.0,Compresor,Schneider,X100,4925.0,7358
Planta Este,1,891.0,25,119.48,0.83,49700.0,Transformador,GE,M400,-100.0,917
Planta Este,1,891.0,26,66.02,3.12,62633.0,Transformador,GE,M400,-100.0,917
Planta Norte,0,1504.0,7,55.44,1.1,28010.0,Compresor,GE,Y200,4531.0,7957
Planta Sur,1,3150.0,1,100.09,1.61,21448.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,3150.0,4,136.89,2.17,70825.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,3150.0,30,101.4,3.19,77238.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,1,100.09,1.61,21448.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,4,136.89,2.17,70825.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,31.0,30,101.4,3.19,77238.0,Motor,GE,X100,1599.0,8383
Planta Oeste,1,1042.0,19,99.11,2.45,95796.0,Transformador,ABB,X100,2112.0,3199
Planta Norte,0,1362.0,25,121.08,4.52,93247.0,Motor,ABB,X100,4694.0,7565
Planta Norte,0,543.0,25,121.08,4.52,93247.0,Motor,ABB,X100,4694.0,7565
Planta Sur,1,1099.0,5,73.83,3.34,10258.0,Compresor,ABB,Z300,4526.0,5238
Planta Sur,1,1099.0,24,72.65,4.64,11970.0,Compresor,ABB,Z300,4526.0,5238
Planta Este,1,1866.0,19,115.59,4.84,9794.0,Generador,ABB,Z300,4614.0,1181
Planta Norte,0,204.0,16,106.41,4.44,88452.0,Motor,GE,X100,2519.0,1575
Planta Norte,0,167.0,16,106.41,4.44,88452.0,Motor,GE,X100,2519.0,1575
Planta Este,1,2291.0,30,64.79,0.33,37603.0,Compresor,Siemens,Z300,677.0,6202
Planta Este,1,234.0,30,64.79,0.33,37603.0,Compresor,Siemens,Z300,677.0,6202
Planta Este,1,535.0,28,68.97,1.12,44994.0,Generador,ABB,X100,1206.0,1061
Planta Este,1,527.0,28,68.97,1.12,44994.0,Generador,ABB,X100,1206.0,1061
Planta Norte,0,1145.0,8,125.44,3.83,94776.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1145.0,16,125.9,4.32,66065.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1145.0,20,104.66,4.13,3259.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1145.0,25,96.64,0.21,9132.0,Transformador,Schneider,Z300,1806.0,9335
Planta Este,1,678.0,1,148.87,3.98,4868.0,Transformador,GE,Z300,2713.0,3142
Planta Este,1,678.0,5,72.88,2.04,49036.0,Transformador,GE,Z300,2713.0,3142
Planta Este,1,256.0,1,148.87,3.98,4868.0,Transformador,GE,Z300,2713.0,3142
Planta Este,1,256.0,5,72.88,2.04,49036.0,Transformador,GE,Z300,2713.0,3142
Planta Oeste,1,474.0,2,54.3,4.38,21837.0,Transformador,Schneider,M400,3805.0,4578
Planta Oeste,1,474.0,17,97.21,1.81,68748.0,Transformador,Schneider,M400,3805.0,4578
Planta Oeste,0,2378.0,15,84.77,3.99,30324.0,Motor,GE,Z300,11976.5,9518
Planta Oeste,1,3102.0,14,128.86,3.25,95811.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,1,3102.0,24,145.22,1.04,24490.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,1,3102.0,28,127.55,4.87,3240.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,1,623.0,14,128.86,3.25,95811.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,1,623.0,24,145.22,1.04,24490.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,1,623.0,28,127.55,4.87,3240.0,Generador,Siemens,Z300,2462.0,8466
Planta Oeste,0,1628.0,21,133.44,4.34,63343.0,Compresor,Schneider,Z300,3400.0,2557
Planta Norte,1,120.0,7,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,120.0,10,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,223.0,7,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,223.0,10,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Este,1,2267.0,23,124.14,4.6,75567.0,Generador,Siemens,Y200,1596.0,5657
Planta Norte,0,793.0,9,110.06,0.18,12465.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,0,793.0,27,76.48,2.65,49015.0,Generador,Schneider,Y200,2895.0,3266
Planta Norte,1,3413.0,23,120.1,3.72,70119.0,Compresor,Siemens,Y200,1329.0,4014
Planta Norte,1,3413.0,29,129.15,2.45,25275.0,Compresor,Siemens,Y200,1329.0,4014
Planta Norte,1,3413.0,31,148.8,4.95,24370.0,Compresor,Siemens,Y200,1329.0,4014
Planta Norte,0,900.0,2,105.46,4.48,53091.0,Generador,GE,M400,4624.0,1108
Planta Norte,0,900.0,21,61.46,1.76,76792.0,Generador,GE,M400,4624.0,1108
Planta Norte,0,306.0,6,112.16,1.44,86854.0,Motor,ABB,M400,425.0,9406
Planta Norte,0,64.0,6,112.16,1.44,86854.0,Motor,ABB,M400,425.0,9406
Planta Sur,0,1976.0,14,118.14,1.88,87685.0,Transformador,GE,X100,4003.0,5004
Planta Sur,0,1976.0,29,64.04,1.8,91782.0,Transformador,GE,X100,4003.0,5004
Planta Sur,0,70.0,14,118.14,1.88,87685.0,Transformador,GE,X100,4003.0,5004
Planta Sur,0,70.0,29,64.04,1.8,91782.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,304.0,31,138.31,4.83,30258.0,Motor,Siemens,Z300,3066.0,3578
Planta Oeste,1,3282.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,3282.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,3282.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,3282.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,232.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,232.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,232.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,232.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,106.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,106.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,106.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,106.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,742.0,11,134.31,3.33,7099.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,742.0,12,74.31,4.27,37928.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,742.0,29,69.24,0.81,33943.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,74.0,11,134.31,3.33,7099.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,74.0,12,74.31,4.27,37928.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,74.0,29,69.24,0.81,33943.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,838.0,15,103.89500000000001,3.7699999999999996,82040.5,Compresor,Siemens,Y200,358.0,7100
Planta Este,1,311.0,15,103.89500000000001,3.7699999999999996,82040.5,Compresor,Siemens,Y200,358.0,7100
Planta Sur,1,377.0,1,123.0,3.25,55870.0,Transformador,GE,Y200,1961.0,2754
