ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Tiempo_Reparacion_Horas,Costo_Mantenimiento,Ubicacion
OT005988,E007,2031-05-24,Preventivo,37,4082,Planta Este
OT005989,E012,2031-05-25,Correctivo,29,3675,Planta Norte
OT005990,E007,2031-05-26,Correctivo,18,883,Planta Sur
OT005991,E011,2031-05-27,Preventivo,9,1781,Planta Norte
OT005992,E004,2031-05-28,Correctivo,31,2853,Planta Este
OT005993,E009,2031-05-29,Preventivo,39,4679,Planta Norte
OT005994,E005,2031-05-30,Correctivo,19,3453,Planta Sur
OT005995,E003,2031-05-31,Preventivo,23,845,Planta Este
OT005996,E012,2031-06-01,Correctivo,2,1203,Planta Este
OT005997,E007,2031-06-02,Preventivo,33,3907,Planta Este
OT005998,E013,2031-06-03,Preventivo,47,2432,Planta Este
OT005999,E020,2031-06-04,Correctivo,26,4390,Planta Este
OT006000,E010,2031-06-05,Preventivo,46,3017,Planta Este
OT006001,E020,2031-06-06,Preventivo,45,2890,Planta Sur
OT006002,E012,2031-06-07,Correctivo,19,947,Planta Norte
OT006003,E013,2031-06-08,Correctivo,2,4667,Planta Sur
OT006004,E003,2031-06-09,Preventivo,19,3820,Planta Este
OT006005,E016,2031-06-10,Correctivo,24,4017,Planta Norte
OT006006,E004,2031-06-11,Preventivo,35,4741,Planta Norte
OT006007,E011,2031-06-12,Preventivo,19,3213,Planta Norte
OT006008,E011,2031-06-13,Preventivo,21,2186,Planta Norte
OT006009,E009,2031-06-14,Preventivo,41,4563,Planta Sur
OT006010,E012,2031-06-15,Correctivo,6,3218,Planta Este
OT006011,E012,2031-06-16,Preventivo,28,1692,Planta Oeste
OT006012,E014,2031-06-17,Correctivo,36,1484,Planta Sur
OT006013,E003,2031-06-18,Preventivo,44,980,Planta Sur
OT006014,E014,2031-06-19,Correctivo,41,4636,Planta Sur
OT006015,E010,2031-06-20,Correctivo,37,4132,Planta Este
OT006016,E014,2031-06-21,Preventivo,25,4966,Planta Sur
OT006017,E002,2031-06-22,Correctivo,6,1607,Planta Oeste
OT006018,E002,2031-06-23,Preventivo,34,1575,Planta Este
OT006019,E020,2031-06-24,Correctivo,46,3806,Planta Oeste
OT006020,E019,2031-06-25,Correctivo,41,1750,Planta Norte
OT006021,E007,2031-06-26,Correctivo,28,4090,Planta Oeste
OT006022,E004,2031-06-27,Correctivo,42,4220,Planta Sur
OT006023,E001,2031-06-28,Correctivo,6,1956,Planta Norte
OT006024,E019,2031-06-29,Preventivo,33,1183,Planta Sur
OT006025,E002,2031-06-30,Preventivo,33,3690,Planta Este
OT006026,E020,2031-07-01,Correctivo,2,4773,Planta Sur
OT006027,E013,2031-07-02,Correctivo,7,915,Planta Sur
OT006028,E017,2031-07-03,Preventivo,32,1811,Planta Oeste
OT006029,E004,2031-07-04,Correctivo,42,2646,Planta Sur
OT006030,E004,2031-07-05,Correctivo,42,2485,Planta Norte
OT006031,E008,2031-07-06,Preventivo,47,2291,Planta Sur
OT006032,E003,2031-07-07,Preventivo,17,1242,Planta Norte
OT006033,E011,2031-07-08,Preventivo,43,562,Planta Norte
OT006034,E007,2031-07-09,Preventivo,31,2484,Planta Sur
OT006035,E012,2031-07-10,Preventivo,10,764,Planta Este
OT006036,E013,2031-07-11,Correctivo,9,4334,Planta Norte
OT006037,E008,2031-07-12,Preventivo,45,1476,Planta Este
OT006038,E018,2031-07-13,Preventivo,24,1660,Planta Oeste
OT006039,E017,2031-07-14,Preventivo,20,3337,Planta Norte
OT006040,E005,2031-07-15,Correctivo,24,3046,Planta Oeste
OT006041,E020,2031-07-16,Preventivo,19,4536,Planta Norte
OT006042,E020,2031-07-17,Correctivo,8,4073,Planta Este
OT006043,E019,2031-07-18,Preventivo,46,4295,Planta Oeste
OT006044,E004,2031-07-19,Preventivo,24,3142,Planta Sur
OT006045,E012,2031-07-20,Correctivo,4,3553,Planta Este
OT006046,E003,2031-07-21,Correctivo,13,4088,Planta Sur
OT006047,E013,2031-07-22,Preventivo,24,2330,Planta Sur
OT006048,E001,2031-07-23,Correctivo,25,4267,Planta Oeste
OT006049,E008,2031-07-24,Correctivo,6,2719,Planta Norte
OT006050,E003,2031-07-25,Preventivo,24,710,Planta Este
OT006051,E004,2031-07-26,Preventivo,41,816,Planta Norte
OT006052,E007,2031-07-27,Correctivo,20,4655,Planta Norte
OT006053,E019,2031-07-28,Preventivo,4,3578,Planta Este
OT006054,E018,2031-07-29,Correctivo,33,4022,Planta Este
OT006055,E012,2031-07-30,Correctivo,14,4824,Planta Sur
OT006056,E005,2031-07-31,Preventivo,41,3857,Planta Este
OT006057,E013,2031-08-01,Correctivo,20,3223,Planta Norte
OT006058,E010,2031-08-02,Preventivo,15,4682,Planta Sur
OT006059,E011,2031-08-03,Preventivo,35,3283,Planta Sur
OT006060,E011,2031-08-04,Correctivo,31,4103,Planta Este
OT006061,E008,2031-08-05,Correctivo,6,3129,Planta Sur
OT006062,E001,2031-08-06,Correctivo,8,4178,Planta Sur
OT006063,E004,2031-08-07,Correctivo,17,811,Planta Sur
OT006064,E015,2031-08-08,Correctivo,30,1417,Planta Sur
OT006065,E001,2031-08-09,Correctivo,8,4089,Planta Norte
OT006066,E008,2031-08-10,Correctivo,31,3887,Planta Norte
OT006067,E008,2031-08-11,Preventivo,33,4361,Planta Oeste
OT006068,E010,2031-08-12,Preventivo,35,971,Planta Oeste
OT006069,E012,2031-08-13,Preventivo,2,1433,Planta Oeste
OT006070,E007,2031-08-14,Correctivo,5,1179,Planta Norte
OT006071,E012,2031-08-15,Preventivo,35,2206,Planta Norte
OT006072,E020,2031-08-16,Preventivo,26,1637,Planta Sur
OT006073,E019,2031-08-17,Preventivo,17,1667,Planta Norte
OT006074,E004,2031-08-18,Preventivo,32,2978,Planta Sur
OT006075,E011,2031-08-19,Correctivo,8,3663,Planta Sur
OT006076,E008,2031-08-20,Correctivo,39,788,Planta Norte
OT006077,E015,2031-08-21,Preventivo,5,1818,Planta Norte
OT006078,E019,2031-08-22,Correctivo,25,1652,Planta Norte
OT006079,E006,2031-08-23,Preventivo,15,4435,Planta Sur
OT006080,E002,2031-08-24,Preventivo,18,978,Planta Oeste
OT006081,E020,2031-08-25,Preventivo,14,1945,Planta Sur
OT006082,E015,2031-08-26,Correctivo,45,4734,Planta Sur
OT006083,E020,2031-08-27,Correctivo,13,2200,Planta Norte
OT006084,E011,2031-08-28,Preventivo,47,2972,Planta Norte
OT006085,E020,2031-08-29,Correctivo,4,4336,Planta Oeste
OT006086,E013,2031-08-30,Preventivo,10,1033,Planta Norte
OT006087,E019,2031-08-31,Correctivo,6,3230,Planta Este
OT006088,E005,2031-09-01,Correctivo,44,1025,Planta Norte
OT006089,E017,2031-09-02,Correctivo,9,2016,Planta Oeste
OT006090,E003,2031-09-03,Correctivo,18,786,Planta Norte
OT006091,E005,2031-09-04,Correctivo,15,2053,Planta Norte
OT006092,E015,2031-09-05,Correctivo,47,4019,Planta Sur
OT006093,E015,2031-09-06,Preventivo,20,1092,Planta Oeste
OT006094,E004,2031-09-07,Preventivo,22,3793,Planta Este
OT006095,E013,2031-09-08,Preventivo,47,2294,Planta Norte
OT006096,E007,2031-09-09,Correctivo,35,2676,Planta Sur
OT006097,E010,2031-09-10,Correctivo,45,904,Planta Norte
OT006098,E010,2031-09-11,Preventivo,11,654,Planta Sur
OT006099,E010,2031-09-12,Preventivo,2,871,Planta Norte
OT006100,E008,2031-09-13,Preventivo,35,4246,Planta Oeste
OT006101,E011,2031-09-14,Preventivo,20,777,Planta Oeste
OT006102,E008,2031-09-15,Preventivo,28,4447,Planta Sur
OT006103,E009,2031-09-16,Correctivo,26,1012,Planta Oeste
OT006104,E008,2031-09-17,Correctivo,12,845,Planta Oeste
OT006105,E007,2031-09-18,Preventivo,36,3759,Planta Oeste
OT006106,E005,2031-09-19,Preventivo,39,4452,Planta Sur
OT006107,E007,2031-09-20,Correctivo,44,1883,Planta Norte
OT006108,E009,2031-09-21,Correctivo,27,3228,Planta Norte
OT006109,E006,2031-09-22,Correctivo,19,3441,Planta Oeste
OT006110,E004,2031-09-23,Correctivo,43,3478,Planta Este
OT006111,E013,2031-09-24,Correctivo,14,3274,Planta Norte
OT006112,E006,2031-09-25,Preventivo,5,4390,Planta Oeste
OT006113,E013,2031-09-26,Correctivo,46,1587,Planta Este
OT006114,E020,2031-09-27,Preventivo,8,1934,Planta Sur
OT006115,E015,2031-09-28,Correctivo,21,2547,Planta Oeste
OT006116,E011,2031-09-29,Preventivo,45,3974,Planta Sur
OT006117,E007,2031-09-30,Preventivo,44,620,Planta Este
OT006118,E002,2031-10-01,Preventivo,2,954,Planta Este
OT006119,E020,2031-10-02,Correctivo,37,1932,Planta Norte
OT006120,E018,2031-10-03,Correctivo,2,607,Planta Oeste
OT006121,E006,2031-10-04,Preventivo,2,3074,Planta Oeste
OT006122,E020,2031-10-05,Preventivo,47,3754,Planta Oeste
OT006123,E019,2031-10-06,Preventivo,11,2411,Planta Este
OT006124,E018,2031-10-07,Correctivo,21,3804,Planta Norte
OT006125,E017,2031-10-08,Preventivo,41,1269,Planta Sur
OT006126,E014,2031-10-09,Preventivo,27,4257,Planta Oeste
OT006127,E012,2031-10-10,Preventivo,39,1925,Planta Oeste
OT006128,E013,2031-10-11,Preventivo,29,1095,Planta Oeste
OT006129,E014,2031-10-12,Preventivo,39,2151,Planta Norte
OT006130,E019,2031-10-13,Correctivo,13,1926,Planta Sur
OT006131,E011,2031-10-14,Correctivo,3,3708,Planta Oeste
OT006132,E011,2031-10-15,Preventivo,42,1314,Planta Este
OT006133,E017,2031-10-16,Preventivo,39,1928,Planta Este
OT006134,E002,2031-10-17,Preventivo,41,3249,Planta Este
OT006135,E019,2031-10-18,Preventivo,8,2570,Planta Sur
OT006136,E007,2031-10-19,Preventivo,29,2919,Planta Sur
OT006137,E010,2031-10-20,Correctivo,2,1292,Planta Oeste
OT006138,E010,2031-10-21,Correctivo,18,3904,Planta Norte
OT006139,E016,2031-10-22,Preventivo,5,3671,Planta Norte
OT006140,E006,2031-10-23,Preventivo,36,4618,Planta Norte
OT006141,E004,2031-10-24,Preventivo,5,2967,Planta Sur
OT006142,E008,2031-10-25,Preventivo,33,678,Planta Este
OT006143,E002,2031-10-26,Preventivo,16,3841,Planta Oeste
OT006144,E003,2031-10-27,Preventivo,19,4183,Planta Sur
OT006145,E005,2031-10-28,Preventivo,40,769,Planta Este
OT006146,E019,2031-10-29,Correctivo,3,3300,Planta Oeste
OT006147,E015,2031-10-30,Preventivo,9,3573,Planta Oeste
OT006148,E016,2031-10-31,Preventivo,41,3057,Planta Este
OT006149,E018,2031-11-01,Correctivo,35,2701,Planta Norte
OT006150,E012,2031-11-02,Correctivo,36,1358,Planta Este
OT006151,E003,2031-11-03,Correctivo,8,875,Planta Norte
OT006152,E007,2031-11-04,Preventivo,25,4210,Planta Norte
OT006153,E008,2031-11-05,Correctivo,25,4325,Planta Oeste
OT006154,E009,2031-11-06,Correctivo,31,3699,Planta Este
OT006155,E004,2031-11-07,Correctivo,35,2202,Planta Este
OT006156,E015,2031-11-08,Correctivo,9,1604,Planta Sur
OT006157,E003,2031-11-09,Correctivo,18,2645,Planta Sur
OT006158,E007,2031-11-10,Preventivo,18,4557,Planta Oeste
OT006159,E010,2031-11-11,Correctivo,45,556,Planta Este
OT006160,E004,2031-11-12,Correctivo,44,2549,Planta Sur
OT006161,E018,2031-11-13,Preventivo,30,3946,Planta Oeste
OT006162,E001,2031-11-14,Preventivo,16,2376,Planta Este
OT006163,E015,2031-11-15,Correctivo,28,3530,Planta Este
OT006164,E019,2031-11-16,Correctivo,28,4244,Planta Sur
OT006165,E009,2031-11-17,Correctivo,41,1628,Planta Oeste
OT006166,E010,2031-11-18,Preventivo,34,1913,Planta Sur
OT006167,E001,2031-11-19,Preventivo,38,4632,Planta Sur
OT006168,E009,2031-11-20,Preventivo,3,3241,Planta Este
OT006169,E009,2031-11-21,Correctivo,16,761,Planta Sur
OT006170,E005,2031-11-22,Correctivo,40,2724,Planta Norte
OT006171,E004,2031-11-23,Preventivo,30,4002,Planta Norte
OT006172,E006,2031-11-24,Correctivo,25,1092,Planta Norte
OT006173,E016,2031-11-25,Preventivo,32,1221,Planta Sur
OT006174,E001,2031-11-26,Preventivo,22,2247,Planta Este
OT006175,E020,2031-11-27,Preventivo,6,1355,Planta Norte
OT006176,E016,2031-11-28,Correctivo,3,3351,Planta Norte
OT006177,E007,2031-11-29,Correctivo,19,4113,Planta Oeste
OT006178,E002,2031-11-30,Correctivo,19,1529,Planta Norte
OT006179,E020,2031-12-01,Preventivo,18,1665,Planta Sur
OT006180,E006,2031-12-02,Correctivo,16,2292,Planta Norte
OT006181,E006,2031-12-03,Correctivo,19,4447,Planta Este
OT006182,E014,2031-12-04,Preventivo,26,2484,Planta Sur
OT006183,E016,2031-12-05,Preventivo,13,533,Planta Sur
OT006184,E016,2031-12-06,Preventivo,3,2916,Planta Oeste
OT006185,E014,2031-12-07,Correctivo,7,2469,Planta Sur
OT006186,E001,2031-12-08,Preventivo,20,3060,Planta Este
OT006187,E016,2031-12-09,Preventivo,11,3355,Planta Este
OT006188,E013,2031-12-10,Preventivo,13,1590,Planta Norte
OT006189,E019,2031-12-11,Correctivo,18,4298,Planta Sur
OT006190,E012,2031-12-12,Correctivo,33,2666,Planta Oeste
OT006191,E008,2031-12-13,Preventivo,16,3482,Planta Oeste
OT006192,E019,2031-12-14,Correctivo,21,4973,Planta Este
OT006193,E011,2031-12-15,Preventivo,22,1285,Planta Este
OT006194,E007,2031-12-16,Preventivo,43,2783,Planta Norte
OT006195,E020,2031-12-17,Preventivo,28,1441,Planta Sur
OT006196,E015,2031-12-18,Preventivo,13,1855,Planta Este
OT006197,E004,2031-12-19,Preventivo,42,3743,Planta Oeste
OT006198,E019,2031-12-20,Preventivo,7,3654,Planta Sur
OT006199,E020,2031-12-21,Correctivo,46,781,Planta Oeste
OT006200,E006,2031-12-22,Correctivo,46,4371,Planta Este
OT006201,E017,2031-12-23,Correctivo,37,3396,Planta Norte
OT006202,E011,2031-12-24,Correctivo,24,2914,Planta Oeste
OT006203,E015,2031-12-25,Correctivo,8,1392,Planta Sur
OT006204,E007,2031-12-26,Correctivo,3,3181,Planta Oeste
OT006205,E009,2031-12-27,Preventivo,30,1471,Planta Sur
OT006206,E018,2031-12-28,Preventivo,20,1310,Planta Oeste
OT006207,E003,2031-12-29,Preventivo,42,3405,Planta Oeste
OT006208,E008,2031-12-30,Correctivo,44,4837,Planta Este
OT006209,E015,2031-12-31,Preventivo,44,1084,Planta Este
OT006210,E012,2032-01-01,Preventivo,13,4809,Planta Este
OT006211,E003,2032-01-02,Preventivo,27,575,Planta Oeste
OT006212,E007,2032-01-03,Preventivo,13,2621,Planta Este
OT006213,E013,2032-01-04,Correctivo,4,4280,Planta Sur
OT006214,E004,2032-01-05,Preventivo,27,3316,Planta Sur
OT006215,E001,2032-01-06,Preventivo,17,3363,Planta Norte
OT006216,E017,2032-01-07,Preventivo,19,3377,Planta Norte
OT006217,E020,2032-01-08,Preventivo,26,1291,Planta Este
OT006218,E018,2032-01-09,Correctivo,15,4410,Planta Oeste
OT006219,E008,2032-01-10,Correctivo,39,1730,Planta Sur
OT006220,E020,2032-01-11,Correctivo,32,669,Planta Oeste
OT006221,E003,2032-01-12,Preventivo,18,3172,Planta Norte
OT006222,E008,2032-01-13,Preventivo,38,3028,Planta Sur
OT006223,E003,2032-01-14,Correctivo,6,2951,Planta Norte
OT006224,E019,2032-01-15,Preventivo,16,4834,Planta Norte
OT006225,E020,2032-01-16,Preventivo,23,3391,Planta Norte
OT006226,E018,2032-01-17,Correctivo,4,4211,Planta Este
OT006227,E014,2032-01-18,Correctivo,42,977,Planta Norte
OT006228,E015,2032-01-19,Preventivo,7,528,Planta Oeste
OT006229,E017,2032-01-20,Correctivo,28,2262,Planta Oeste
OT006230,E008,2032-01-21,Correctivo,36,2091,Planta Este
OT006231,E012,2032-01-22,Correctivo,40,1336,Planta Este
OT006232,E009,2032-01-23,Correctivo,23,3469,Planta Norte
OT006233,E017,2032-01-24,Correctivo,24,3703,Planta Sur
OT006234,E013,2032-01-25,Preventivo,45,2719,Planta Este
OT006235,E004,2032-01-26,Correctivo,3,3923,Planta Oeste
OT006236,E012,2032-01-27,Preventivo,28,1462,Planta Este
OT006237,E008,2032-01-28,Correctivo,40,3679,Planta Oeste
OT006238,E007,2032-01-29,Preventivo,35,3556,Planta Norte
OT006239,E008,2032-01-30,Preventivo,24,3306,Planta Oeste
OT006240,E017,2032-01-31,Preventivo,31,3386,Planta Sur
OT006241,E003,2032-02-01,Correctivo,15,941,Planta Oeste
OT006242,E015,2032-02-02,Correctivo,39,2641,Planta Norte
OT006243,E001,2032-02-03,Preventivo,37,3005,Planta Este
OT006244,E018,2032-02-04,Correctivo,22,1499,Planta Norte
OT006245,E010,2032-02-05,Preventivo,8,2435,Planta Norte
OT006246,E003,2032-02-06,Correctivo,10,1211,Planta Sur
OT006247,E018,2032-02-07,Correctivo,20,3014,Planta Norte
OT006248,E017,2032-02-08,Preventivo,24,4363,Planta Este
OT006249,E005,2032-02-09,Correctivo,45,2908,Planta Norte
OT006250,E020,2032-02-10,Correctivo,2,2107,Planta Este
OT006251,E020,2032-02-11,Preventivo,27,1639,Planta Sur
OT006252,E014,2032-02-12,Preventivo,25,1416,Planta Sur
OT006253,E007,2032-02-13,Preventivo,24,4293,Planta Sur
OT006254,E006,2032-02-14,Correctivo,33,1168,Planta Oeste
OT006255,E017,2032-02-15,Preventivo,8,1775,Planta Oeste
OT006256,E006,2032-02-16,Preventivo,38,1200,Planta Norte
OT006257,E007,2032-02-17,Correctivo,21,3406,Planta Sur
OT006258,E012,2032-02-18,Correctivo,19,2240,Planta Norte
OT006259,E014,2032-02-19,Preventivo,36,1019,Planta Este
OT006260,E009,2032-02-20,Preventivo,15,1929,Planta Norte
OT006261,E019,2032-02-21,Correctivo,41,3295,Planta Norte
OT006262,E019,2032-02-22,Correctivo,15,4325,Planta Este
OT006263,E013,2032-02-23,Correctivo,6,1345,Planta Norte
OT006264,E020,2032-02-24,Preventivo,30,3902,Planta Oeste
OT006265,E012,2032-02-25,Preventivo,7,3254,Planta Oeste
OT006266,E004,2032-02-26,Correctivo,12,4489,Planta Norte
OT006267,E010,2032-02-27,Correctivo,40,1160,Planta Oeste
OT006268,E013,2032-02-28,Correctivo,12,4709,Planta Norte
OT006269,E011,2032-02-29,Preventivo,7,508,Planta Norte
OT006270,E008,2032-03-01,Correctivo,36,4481,Planta Norte
OT006271,E007,2032-03-02,Correctivo,14,2128,Planta Oeste
OT006272,E005,2032-03-03,Correctivo,7,2691,Planta Norte
OT006273,E011,2032-03-04,Correctivo,3,3175,Planta Oeste
OT006274,E015,2032-03-05,Correctivo,46,2080,Planta Norte
OT006275,E007,2032-03-06,Preventivo,35,2670,Planta Norte
OT006276,E003,2032-03-07,Preventivo,43,3369,Planta Este
OT006277,E011,2032-03-08,Preventivo,12,2708,Planta Este
OT006278,E005,2032-03-09,Correctivo,33,1267,Planta Oeste
OT006279,E010,2032-03-10,Preventivo,24,1272,Planta Oeste
OT006280,E006,2032-03-11,Preventivo,44,4801,Planta Oeste
OT006281,E017,2032-03-12,Preventivo,27,3134,Planta Sur
OT006282,E018,2032-03-13,Preventivo,19,3559,Planta Sur
OT006283,E016,2032-03-14,Preventivo,40,907,Planta Este
OT006284,E001,2032-03-15,Correctivo,41,4316,Planta Norte
OT006285,E017,2032-03-16,Correctivo,16,1852,Planta Este
OT006286,E010,2032-03-17,Preventivo,46,2201,Planta Oeste
OT006287,E008,2032-03-18,Preventivo,6,561,Planta Este
OT006288,E007,2032-03-19,Preventivo,4,4243,Planta Este
OT006289,E002,2032-03-20,Preventivo,34,4713,Planta Oeste
OT006290,E009,2032-03-21,Correctivo,39,4987,Planta Este
OT006291,E019,2032-03-22,Preventivo,44,4868,Planta Sur
OT006292,E002,2032-03-23,Correctivo,11,3005,Planta Este
OT006293,E019,2032-03-24,Correctivo,35,2124,Planta Este
OT006294,E003,2032-03-25,Preventivo,42,697,Planta Norte
OT006295,E005,2032-03-26,Preventivo,45,1444,Planta Norte
OT006296,E017,2032-03-27,Preventivo,31,4019,Planta Oeste
OT006297,E020,2032-03-28,Correctivo,36,4714,Planta Este
OT006298,E020,2032-03-29,Preventivo,10,2621,Planta Sur
OT006299,E020,2032-03-30,Correctivo,10,4284,Planta Oeste
OT006300,E009,2032-03-31,Correctivo,21,4650,Planta Oeste
OT006301,E003,2032-04-01,Preventivo,39,3097,Planta Sur
OT006302,E012,2032-04-02,Preventivo,40,3781,Planta Sur
OT006303,E001,2032-04-03,Correctivo,20,1829,Planta Sur
OT006304,E012,2032-04-04,Correctivo,16,3800,Planta Este
OT006305,E015,2032-04-05,Preventivo,30,718,Planta Oeste
OT006306,E012,2032-04-06,Preventivo,27,1415,Planta Sur
OT006307,E008,2032-04-07,Preventivo,25,4796,Planta Este
OT006308,E004,2032-04-08,Correctivo,12,1718,Planta Oeste
OT006309,E014,2032-04-09,Preventivo,10,2706,Planta Norte
OT006310,E013,2032-04-10,Preventivo,37,4316,Planta Norte
OT006311,E002,2032-04-11,Correctivo,42,3381,Planta Este
OT006312,E008,2032-04-12,Preventivo,9,1319,Planta Este
OT006313,E010,2032-04-13,Correctivo,18,2396,Planta Este
OT006314,E008,2032-04-14,Correctivo,4,1298,Planta Oeste
OT006315,E003,2032-04-15,Preventivo,15,1203,Planta Oeste
OT006316,E007,2032-04-16,Correctivo,45,978,Planta Este
OT006317,E006,2032-04-17,Correctivo,2,635,Planta Oeste
OT006318,E016,2032-04-18,Correctivo,17,744,Planta Oeste
OT006319,E003,2032-04-19,Correctivo,35,2420,Planta Norte
OT006320,E007,2032-04-20,Correctivo,45,1217,Planta Norte
OT006321,E012,2032-04-21,Preventivo,32,4134,Planta Norte
OT006322,E008,2032-04-22,Correctivo,30,4553,Planta Sur
OT006323,E013,2032-04-23,Correctivo,2,4479,Planta Sur
OT006324,E012,2032-04-24,Correctivo,25,3421,Planta Este
OT006325,E005,2032-04-25,Preventivo,15,3128,Planta Norte
OT006326,E012,2032-04-26,Preventivo,38,3622,Planta Este
OT006327,E015,2032-04-27,Correctivo,36,1236,Planta Este
OT006328,E013,2032-04-28,Correctivo,18,3252,Planta Norte
OT006329,E013,2032-04-29,Preventivo,5,4731,Planta Este
OT006330,E007,2032-04-30,Correctivo,30,2113,Planta Norte
OT006331,E003,2032-05-01,Preventivo,23,2294,Planta Norte
OT006332,E017,2032-05-02,Preventivo,9,4021,Planta Este
OT006333,E017,2032-05-03,Correctivo,31,777,Planta Oeste
OT006334,E020,2032-05-04,Preventivo,23,843,Planta Norte
OT006335,E019,2032-05-05,Correctivo,15,2457,Planta Este
OT006336,E009,2032-05-06,Correctivo,37,3268,Planta Sur
OT006337,E006,2032-05-07,Preventivo,12,4294,Planta Este
OT006338,E014,2032-05-08,Preventivo,28,4371,Planta Norte
OT006339,E006,2032-05-09,Preventivo,31,1050,Planta Sur
OT006340,E001,2032-05-10,Correctivo,33,3251,Planta Este
OT006341,E019,2032-05-11,Correctivo,16,4929,Planta Oeste
OT006342,E002,2032-05-12,Correctivo,38,833,Planta Sur
OT006343,E019,2032-05-13,Correctivo,4,2313,Planta Este
OT006344,E003,2032-05-14,Correctivo,25,1844,Planta Sur
OT006345,E016,2032-05-15,Correctivo,6,2630,Planta Norte
OT006346,E007,2032-05-16,Correctivo,9,2637,Planta Oeste
OT006347,E015,2032-05-17,Preventivo,43,1811,Planta Norte
OT006348,E019,2032-05-18,Correctivo,44,910,Planta Este
OT006349,E008,2032-05-19,Preventivo,13,3401,Planta Norte
OT006350,E010,2032-05-20,Correctivo,7,984,Planta Oeste
OT006351,E016,2032-05-21,Correctivo,7,4868,Planta Sur
OT006352,E011,2032-05-22,Preventivo,32,4871,Planta Sur
OT006353,E009,2032-05-23,Preventivo,16,1038,Planta Sur
OT006354,E017,2032-05-24,Preventivo,13,1100,Planta Oeste
OT006355,E014,2032-05-25,Correctivo,13,2354,Planta Sur
OT006356,E011,2032-05-26,Preventivo,28,4872,Planta Sur
OT006357,E017,2032-05-27,Correctivo,26,3504,Planta Oeste
OT006358,E007,2032-05-28,Correctivo,31,4882,Planta Sur
OT006359,E020,2032-05-29,Correctivo,12,1888,Planta Oeste
OT006360,E003,2032-05-30,Correctivo,34,1436,Planta Oeste
OT006361,E015,2032-05-31,Preventivo,6,933,Planta Este
OT006362,E002,2032-06-01,Preventivo,22,1291,Planta Sur
OT006363,E010,2032-06-02,Preventivo,35,2065,Planta Norte
OT006364,E011,2032-06-03,Correctivo,3,1648,Planta Este
OT006365,E013,2032-06-04,Preventivo,35,2517,Planta Este
OT006366,E011,2032-06-05,Correctivo,36,1100,Planta Oeste
OT006367,E015,2032-06-06,Preventivo,47,1562,Planta Sur
OT006368,E013,2032-06-07,Preventivo,23,3819,Planta Oeste
OT006369,E013,2032-06-08,Correctivo,31,3544,Planta Oeste
OT006370,E015,2032-06-09,Correctivo,14,2708,Planta Norte
OT006371,E001,2032-06-10,Correctivo,19,615,Planta Este
OT006372,E002,2032-06-11,Correctivo,38,4009,Planta Norte
OT006373,E012,2032-06-12,Correctivo,20,4507,Planta Sur
OT006374,E010,2032-06-13,Correctivo,4,571,Planta Sur
OT006375,E008,2032-06-14,Correctivo,33,4657,Planta Norte
OT006376,E001,2032-06-15,Preventivo,15,3520,Planta Norte
OT006377,E017,2032-06-16,Correctivo,22,2504,Planta Este
OT006378,E003,2032-06-17,Correctivo,28,594,Planta Norte
OT006379,E013,2032-06-18,Correctivo,22,3088,Planta Norte
OT006380,E002,2032-06-19,Correctivo,44,4091,Planta Este
OT006381,E001,2032-06-20,Preventivo,2,2171,Planta Sur
OT006382,E013,2032-06-21,Preventivo,4,872,Planta Sur
OT006383,E005,2032-06-22,Preventivo,28,572,Planta Oeste
OT006384,E003,2032-06-23,Correctivo,7,2274,Planta Sur
OT006385,E017,2032-06-24,Preventivo,13,1521,Planta Sur
OT006386,E010,2032-06-25,Correctivo,21,2764,Planta Este
OT006387,E013,2032-06-26,Correctivo,13,1306,Planta Sur
OT006388,E015,2032-06-27,Preventivo,34,2550,Planta Este
OT006389,E017,2032-06-28,Preventivo,4,4505,Planta Sur
OT006390,E020,2032-06-29,Correctivo,34,4881,Planta Sur
OT006391,E013,2032-06-30,Correctivo,8,3800,Planta Oeste
OT006392,E006,2032-07-01,Preventivo,5,4280,Planta Este
OT006393,E012,2032-07-02,Preventivo,7,3979,Planta Norte
OT006394,E005,2032-07-03,Preventivo,4,4135,Planta Este
OT006395,E011,2032-07-04,Correctivo,16,1816,Planta Sur
OT006396,E007,2032-07-05,Correctivo,41,1684,Planta Oeste
OT006397,E001,2032-07-06,Preventivo,19,1202,Planta Norte
OT006398,E008,2032-07-07,Preventivo,32,3633,Planta Oeste
OT006399,E006,2032-07-08,Correctivo,36,2829,Planta Este
OT006400,E016,2032-07-09,Correctivo,18,4050,Planta Oeste
OT006401,E011,2032-07-10,Correctivo,45,4437,Planta Este
OT006402,E008,2032-07-11,Correctivo,19,4229,Planta Sur
OT006403,E016,2032-07-12,Preventivo,14,2122,Planta Este
OT006404,E002,2032-07-13,Correctivo,28,1464,Planta Norte
OT006405,E020,2032-07-14,Correctivo,16,3763,Planta Sur
OT006406,E015,2032-07-15,Preventivo,6,1212,Planta Sur
OT006407,E010,2032-07-16,Correctivo,13,4853,Planta Norte
OT006408,E019,2032-07-17,Preventivo,27,2437,Planta Oeste
OT006409,E020,2032-07-18,Correctivo,15,2737,Planta Este
OT006410,E011,2032-07-19,Correctivo,47,3384,Planta Oeste
OT006411,E016,2032-07-20,Preventivo,14,2050,Planta Sur
